region,lat,lon,soil_attribute,unit,upper_depth_cm,lower_depth_cm,value,lower_uncertainty,upper_uncertainty
Tasmania,-42.0,147.0,AWC,%,100.0,200.0,13.370828628540039,4.360894203186035,22.38076400756836
Tasmania,-42.0,147.0,PHC,None,0.0,5.0,4.814587116241455,4.119002819061279,5.578309535980225
Tasmania,-42.0,147.0,PHC,None,5.0,15.0,4.765256404876709,4.013442039489746,5.684442520141602
Tasmania,-42.0,147.0,PHC,None,15.0,30.0,4.776340961456299,3.8727545738220215,5.761621475219727
Tasmania,-42.0,147.0,PHC,None,30.0,60.0,4.889160633087158,3.9374377727508545,5.964094638824463
Tasmania,-42.0,147.0,PHC,None,60.0,100.0,4.968385219573975,3.9629688262939453,6.137260437011719
Tasmania,-42.0,147.0,PHC,None,100.0,200.0,5.084855079650879,4.021816253662109,6.289162635803223
Tasmania,-42.0,147.0,SOC,%,0.0,5.0,6.993631839752197,1.614955186843872,25.79589080810547
Tasmania,-42.0,147.0,SOC,%,5.0,15.0,4.433385848999023,1.1568745374679565,15.246698379516602
Tasmania,-42.0,147.0,SOC,%,15.0,30.0,2.824888229370117,0.7395520210266113,10.623724937438965
Tasmania,-42.0,147.0,SOC,%,30.0,60.0,1.1856162548065186,0.2370961457490921,4.76096248626709
Tasmania,-42.0,147.0,SOC,%,60.0,100.0,0.7096940279006958,0.11942651122808456,3.041102886199951
Tasmania,-42.0,147.0,SOC,%,100.0,200.0,0.4466229975223541,0.07468955963850021,2.3618900775909424
Tasmania,-42.0,147.0,DEPTH_OF_REGOLITH,,-9999.0,-9999.0,0.0,-9999.0,-9999.0
Tasmania,-42.0,147.0,DEPTH_OF_SOIL,,-9999.0,-9999.0,0.8448833227157593,-9999.0,-9999.0
Victoria,-36.5,143.5,BULK-DENSITY,g/cm3,0.0,5.0,1.400390625,1.2062267065048218,1.5945544242858887
Victoria,-36.5,143.5,BULK-DENSITY,g/cm3,5.0,15.0,1.4441312551498413,1.2658048868179321,1.6224573850631714
Victoria,-36.5,143.5,BULK-DENSITY,g/cm3,15.0,30.0,1.4797455072402954,1.289914608001709,1.669576644897461
Victoria,-36.5,143.5,BULK-DENSITY,g/cm3,30.0,60.0,1.454332709312439,1.2938225269317627,1.6148426532745361
Victoria,-36.5,143.5,BULK-DENSITY,g/cm3,60.0,100.0,1.4788306951522827,1.3098946809768677,1.6477667093276978
Victoria,-36.5,143.5,BULK-DENSITY,g/cm3,100.0,200.0,1.5103176832199097,1.351084589958191,1.6695507764816284
Victoria,-36.5,143.5,CLAY,%,0.0,5.0,20.74643325805664,7.129327774047852,34.36354064941406
Victoria,-36.5,143.5,CLAY,%,5.0,15.0,23.983806610107422,9.611055374145508,38.35655975341797
Victoria,-36.5,143.5,CLAY,%,15.0,30.0,32.3139762878418,17.070453643798828,47.557498931884766
Victoria,-36.5,143.5,CLAY,%,30.0,60.0,42.01920700073242,25.70941162109375,58.329002380371094
Victoria,-36.5,143.5,CLAY,%,60.0,100.0,44.390567779541016,28.113758087158203,60.66737747192383
Victoria,-36.5,143.5,CLAY,%,100.0,200.0,43.41925811767578,25.783218383789062,61.0552978515625
Victoria,-36.5,143.5,SAND,%,0.0,5.0,66.94032287597656,48.329803466796875,85.55084228515625
Victoria,-36.5,143.5,SAND,%,5.0,15.0,64.54098510742188,45.475162506103516,83.6068115234375
Victoria,-36.5,143.5,SAND,%,15.0,30.0,58.836891174316406,39.242679595947266,78.43110656738281
Victoria,-36.5,143.5,SAND,%,30.0,60.0,49.00426483154297,28.51551055908203,69.4930191040039
Victoria,-36.5,143.5,SAND,%,60.0,100.0,41.92934799194336,21.33191680908203,62.52677917480469
Victoria,-36.5,143.5,SAND,%,100.0,200.0,43.98442077636719,22.422054290771484,65.54678344726562
Victoria,-36.5,143.5,SILT,%,0.0,5.0,11.992679595947266,5.352602005004883,21.275346755981445
Victoria,-36.5,143.5,SILT,%,5.0,15.0,11.866636276245117,5.4387311935424805,20.77069854736328
Victoria,-36.5,143.5,SILT,%,15.0,30.0,11.372932434082031,5.126668930053711,20.075246810913086
Victoria,-36.5,143.5,SILT,%,30.0,60.0,10.659300804138184,4.718908786773682,18.98703956604004
Victoria,-36.5,143.5,SILT,%,60.0,100.0,10.470929145812988,4.464107036590576,19.000181198120117
Victoria,-36.5,143.5,SILT,%,100.0,200.0,10.39033317565918,4.298612117767334,19.12748908996582
Victoria,-36.5,143.5,TOTAL_N,%,0.0,5.0,0.12941482663154602,0.03197573870420456,0.46300286054611206
Victoria,-36.5,143.5,TOTAL_N,%,5.0,15.0,0.10816361010074615,0.024466553702950478,0.4331424832344055
Victoria,-36.5,143.5,TOTAL_N,%,15.0,30.0,0.06228943541646004,0.015025538392364979,0.24318066239356995
Victoria,-36.5,143.5,TOTAL_N,%,30.0,60.0,0.0392937958240509,0.009794903919100761,0.14964012801647186
Victoria,-36.5,143.5,TOTAL_N,%,60.0,100.0,0.02754485420882702,0.007327432744204998,0.10396522283554077
Victoria,-36.5,143.5,TOTAL_N,%,100.0,200.0,0.02268889732658863,0.0060218521393835545,0.08526580780744553
Victoria,-36.5,143.5,TOTAL_P,%,0.0,5.0,0.018907291814684868,0.00035729180672205985,0.05130729079246521
Victoria,-36.5,143.5,TOTAL_P,%,5.0,15.0,0.017335768789052963,0.004025534726679325,0.07082243263721466
Victoria,-36.5,143.5,TOTAL_P,%,15.0,30.0,0.013710965402424335,0.0032347801607102156,0.055136263370513916
Victoria,-36.5,143.5,TOTAL_P,%,30.0,60.0,0.013101431541144848,0.003105908865109086,0.053090617060661316
Victoria,-36.5,143.5,TOTAL_P,%,60.0,100.0,0.013213244266808033,0.0031557639595121145,0.055469781160354614
Victoria,-36.5,143.5,TOTAL_P,%,100.0,200.0,0.012098764069378376,0.0028954411391168833,0.052788250148296356
Victoria,-36.5,143.5,ECEC,meq/100g,0.0,5.0,7.809828281402588,1.5316494703292847,47.7136344909668
Victoria,-36.5,143.5,ECEC,meq/100g,5.0,15.0,7.584511756896973,1.4597246646881104,46.737972259521484
Victoria,-36.5,143.5,ECEC,meq/100g,15.0,30.0,7.296789646148682,1.3299481868743896,48.61529541015625
Victoria,-36.5,143.5,ECEC,meq/100g,30.0,60.0,7.6943817138671875,1.3821358680725098,54.31456756591797
Victoria,-36.5,143.5,ECEC,meq/100g,60.0,100.0,8.058941841125488,1.4178184270858765,57.180809020996094
Victoria,-36.5,143.5,ECEC,meq/100g,100.0,200.0,8.181807518005371,1.2890819311141968,62.5924072265625
Victoria,-36.5,143.5,AWC,%,0.0,5.0,10.654256820678711,3.01200008392334,18.296512603759766
Victoria,-36.5,143.5,AWC,%,5.0,15.0,10.903109550476074,3.7486143112182617,18.057605743408203
Victoria,-36.5,143.5,AWC,%,15.0,30.0,11.245742797851562,4.553886413574219,17.937597274780273
Victoria,-36.5,143.5,AWC,%,30.0,60.0,11.478083610534668,4.605416297912598,18.350749969482422
Victoria,-36.5,143.5,AWC,%,60.0,100.0,11.524626731872559,4.332555770874023,18.716697692871094
Victoria,-36.5,143.5,AWC,%,100.0,200.0,11.005696296691895,2.0153157711029053,19.996076583862305
Victoria,-36.5,143.5,PHC,None,0.0,5.0,5.00719690322876,4.328934669494629,5.912428379058838
Victoria,-36.5,143.5,PHC,None,5.0,15.0,4.964640140533447,4.261567115783691,6.24851131439209
Victoria,-36.5,143.5,PHC,None,15.0,30.0,5.240705490112305,4.352876663208008,6.261087894439697
Victoria,-36.5,143.5,PHC,None,30.0,60.0,5.813049793243408,4.823218822479248,6.900494575500488
Victoria,-36.5,143.5,PHC,None,60.0,100.0,6.19935941696167,5.163559436798096,7.367175102233887
Victoria,-36.5,143.5,PHC,None,100.0,200.0,6.5951104164123535,5.501163482666016,7.880651950836182
Victoria,-36.5,143.5,SOC,%,0.0,5.0,2.8390278816223145,0.7455450296401978,11.042501449584961
Victoria,-36.5,143.5,SOC,%,5.0,15.0,1.048915982246399,0.25353696942329407,3.1736769676208496
Victoria,-36.5,143.5,SOC,%,15.0,30.0,0.5290604829788208,0.1220744401216507,1.6978167295455933
Victoria,-36.5,143.5,SOC,%,30.0,60.0,0.32791364192962646,0.070893794298172,1.410499930381775
Victoria,-36.5,143.5,SOC,%,60.0,100.0,0.21484991908073425,0.04088636115193367,1.0170036554336548
Victoria,-36.5,143.5,SOC,%,100.0,200.0,0.1399219036102295,0.023991884663701057,0.7236340641975403
Victoria,-36.5,143.5,DEPTH_OF_REGOLITH,,-9999.0,-9999.0,15.195839881896973,-9999.0,-9999.0
Victoria,-36.5,143.5,DEPTH_OF_SOIL,,-9999.0,-9999.0,0.8673100471496582,-9999.0,-9999.0
Western Australia,-31.5,118.0,BULK-DENSITY,g/cm3,0.0,5.0,1.4236798286437988,1.2786005735397339,1.5556694269180298
Western Australia,-31.5,118.0,BULK-DENSITY,g/cm3,5.0,15.0,1.4757513999938965,1.3456368446350098,1.6175211668014526
Western Australia,-31.5,118.0,BULK-DENSITY,g/cm3,15.0,30.0,1.533866286277771,1.3812570571899414,1.6830631494522095
Western Australia,-31.5,118.0,BULK-DENSITY,g/cm3,30.0,60.0,1.5688166618347168,1.4128971099853516,1.9079347848892212
Western Australia,-31.5,118.0,BULK-DENSITY,g/cm3,60.0,100.0,1.6080414056777954,1.429252028465271,2.290975332260132
Western Australia,-31.5,118.0,BULK-DENSITY,g/cm3,100.0,200.0,1.626002311706543,1.4638190269470215,2.3000781536102295
Western Australia,-31.5,118.0,CLAY,%,0.0,5.0,14.973997116088867,3.0256874561309814,26.540388107299805
Western Australia,-31.5,118.0,CLAY,%,5.0,15.0,18.158273696899414,3.3219242095947266,36.711116790771484
Western Australia,-31.5,118.0,CLAY,%,15.0,30.0,24.95806121826172,7.246841907501221,45.08768081665039
Western Australia,-31.5,118.0,CLAY,%,30.0,60.0,30.410409927368164,10.880755424499512,50.78367233276367
Western Australia,-31.5,118.0,CLAY,%,60.0,100.0,35.58771896362305,15.055877685546875,57.860107421875
Western Australia,-31.5,118.0,CLAY,%,100.0,200.0,35.558223724365234,16.85562515258789,43.436100006103516
Western Australia,-31.5,118.0,SAND,%,0.0,5.0,76.64480590820312,52.60540771484375,98.14936065673828
Western Australia,-31.5,118.0,SAND,%,5.0,15.0,71.5730972290039,50.513458251953125,97.23725891113281
Western Australia,-31.5,118.0,SAND,%,15.0,30.0,63.931827545166016,40.25868606567383,84.99723052978516
Western Australia,-31.5,118.0,SAND,%,30.0,60.0,59.68825149536133,36.229820251464844,82.37120056152344
Western Australia,-31.5,118.0,SAND,%,60.0,100.0,54.61318588256836,28.762313842773438,77.95171356201172
Western Australia,-31.5,118.0,SAND,%,100.0,200.0,55.02732849121094,37.65912628173828,83.20660400390625
Western Australia,-31.5,118.0,SILT,%,0.0,5.0,4.208427429199219,0.8327831029891968,15.34349250793457
Western Australia,-31.5,118.0,SILT,%,5.0,15.0,5.6379570960998535,0.8775138258934021,14.994988441467285
Western Australia,-31.5,118.0,SILT,%,15.0,30.0,7.35478401184082,2.123410224914551,15.10590648651123
Western Australia,-31.5,118.0,SILT,%,30.0,60.0,7.467902183532715,2.0251405239105225,14.58922004699707
Western Australia,-31.5,118.0,SILT,%,60.0,100.0,8.905205726623535,3.731567621231079,13.530348777770996
Western Australia,-31.5,118.0,SILT,%,100.0,200.0,8.828191757202148,4.101378917694092,10.855825424194336
Western Australia,-31.5,118.0,TOTAL_N,%,0.0,5.0,0.06633079797029495,0.016397947445511818,0.23766735196113586
Western Australia,-31.5,118.0,TOTAL_N,%,5.0,15.0,0.05684928223490715,0.012811774387955666,0.22551746666431427
Western Australia,-31.5,118.0,TOTAL_N,%,15.0,30.0,0.03916517272591591,0.009408265352249146,0.15123258531093597
Western Australia,-31.5,118.0,TOTAL_N,%,30.0,60.0,0.027919664978981018,0.0069616688415408134,0.10640847682952881
Western Australia,-31.5,118.0,TOTAL_N,%,60.0,100.0,0.02184053137898445,0.005750139243900776,0.08006437122821808
Western Australia,-31.5,118.0,TOTAL_N,%,100.0,200.0,0.019626688212156296,0.005189529154449701,0.07298188656568527
Western Australia,-31.5,118.0,TOTAL_P,%,0.0,5.0,0.012533632107079029,-0.006016368046402931,0.044933632016181946
Western Australia,-31.5,118.0,TOTAL_P,%,5.0,15.0,0.011564542539417744,0.002705453196540475,0.04815065115690231
Western Australia,-31.5,118.0,TOTAL_P,%,15.0,30.0,0.010041972622275352,0.0023974920623004436,0.04164202883839607
Western Australia,-31.5,118.0,TOTAL_P,%,30.0,60.0,0.009515047073364258,0.002284942427650094,0.03986717760562897
Western Australia,-31.5,118.0,TOTAL_P,%,60.0,100.0,0.009324738755822182,0.002229689620435238,0.03926605358719826
Western Australia,-31.5,118.0,TOTAL_P,%,100.0,200.0,0.00907755084335804,0.0021619803737848997,0.03911281004548073
Western Australia,-31.5,118.0,ECEC,meq/100g,0.0,5.0,8.443214416503906,1.5335298776626587,46.68040466308594
Western Australia,-31.5,118.0,ECEC,meq/100g,5.0,15.0,8.256203651428223,1.5059659481048584,44.9796257019043
Western Australia,-31.5,118.0,ECEC,meq/100g,15.0,30.0,8.05051326751709,1.3729504346847534,46.247161865234375
Western Australia,-31.5,118.0,ECEC,meq/100g,30.0,60.0,8.51943588256836,1.412621259689331,50.37099075317383
Western Australia,-31.5,118.0,ECEC,meq/100g,60.0,100.0,8.97707462310791,1.4676436185836792,54.215694427490234
Western Australia,-31.5,118.0,ECEC,meq/100g,100.0,200.0,9.545682907104492,1.4045844078063965,63.291648864746094
Western Australia,-31.5,118.0,AWC,%,0.0,5.0,10.288322448730469,2.6972286701202393,17.879417419433594
Western Australia,-31.5,118.0,AWC,%,5.0,15.0,10.420403480529785,3.3260128498077393,17.514795303344727
Western Australia,-31.5,118.0,AWC,%,15.0,30.0,10.598301887512207,3.972294807434082,17.224308013916016
Western Australia,-31.5,118.0,AWC,%,30.0,60.0,10.491497993469238,3.7082180976867676,17.274778366088867
Western Australia,-31.5,118.0,AWC,%,60.0,100.0,10.253569602966309,3.1451597213745117,17.36197853088379
Western Australia,-31.5,118.0,AWC,%,100.0,200.0,9.837032318115234,0.9154491424560547,18.758615493774414
Western Australia,-31.5,118.0,PHC,None,0.0,5.0,6.002555847167969,5.285600185394287,6.978926181793213
Western Australia,-31.5,118.0,PHC,None,5.0,15.0,6.090620517730713,5.323238372802734,7.049134731292725
Western Australia,-31.5,118.0,PHC,None,15.0,30.0,6.32042932510376,5.43604040145874,7.826779842376709
Western Australia,-31.5,118.0,PHC,None,30.0,60.0,6.52836799621582,5.543221473693848,7.76898717880249
Western Australia,-31.5,118.0,PHC,None,60.0,100.0,6.704359531402588,5.692104816436768,8.296892166137695
Western Australia,-31.5,118.0,PHC,None,100.0,200.0,6.826854228973389,5.740180015563965,8.213114738464355
Western Australia,-31.5,118.0,SOC,%,0.0,5.0,1.2182633876800537,0.3032413721084595,4.4852681159973145
Western Australia,-31.5,118.0,SOC,%,5.0,15.0,0.7143347263336182,0.17928485572338104,2.245553970336914
Western Australia,-31.5,118.0,SOC,%,15.0,30.0,0.4324184060096741,0.10276766866445541,1.437353253364563
Western Australia,-31.5,118.0,SOC,%,30.0,60.0,0.3391677141189575,0.08087246119976044,1.6545648574829102
Western Australia,-31.5,118.0,SOC,%,60.0,100.0,0.236379936337471,0.050514254719018936,1.3165241479873657
Western Australia,-31.5,118.0,SOC,%,100.0,200.0,0.15565890073776245,0.028893517330288887,0.9124782681465149
Western Australia,-31.5,118.0,DEPTH_OF_REGOLITH,,-9999.0,-9999.0,11.921277046203613,-9999.0,-9999.0
Western Australia,-31.5,118.0,DEPTH_OF_SOIL,,-9999.0,-9999.0,0.7223313450813293,-9999.0,-9999.0
