region,year_start,forecast_window,window_start_month,window_end_month,window_order,n_weather_days,lat,lon,rain_sum,rain_mean,rain_days,dry_days,max_3day_rain,max_7day_rain,max_consecutive_dry_days,heavy_rain_days_10,heavy_rain_days_25,tmax_mean,tmax_max,tmin_mean,tmin_min,heat_days_25,heat_days_30,heat_days_35,heat_degree_days_30,frost_days_0,cold_days_5,radiation_sum,radiation_mean,evap_sum,evap_mean,vp_mean,vp_min,vp_max,hot_dry_days_30_rain_lt_1,high_evap_dry_days,heat_and_low_rain_days
New South Wales,1989,May-Jun,5,6,1,61,-34.5,147.5,169.8,2.783606557377049,20,41,41.5,45.2,10,4,3,15.472131147540985,21.3,6.673770491803278,-1.4,0,0,0,0.0,4,24,498.40000000000003,8.17049180327869,74.30000000000001,1.218032786885246,11.149180327868853,5.6,17.9,0,0,0
New South Wales,1989,May-Jul,5,7,2,92,-34.5,147.5,199.6,2.1695652173913045,28,64,41.5,45.2,16,4,3,14.256521739130434,21.3,5.31195652173913,-3.5,0,0,0,0.0,9,48,732.7,7.964130434782609,106.5,1.1576086956521738,10.23695652173913,5.6,17.9,0,0,0
New South Wales,1989,May-Aug,5,8,3,123,-34.5,147.5,262.1,2.1308943089430894,42,81,41.5,45.2,16,4,3,13.810569105691055,21.3,4.624390243902439,-3.5,0,0,0,0.0,13,75,1067.7,8.68048780487805,151.70000000000005,1.2333333333333336,9.760162601626014,5.6,17.9,0,0,0
New South Wales,1989,May-Sep,5,9,4,153,-34.5,147.5,276.20000000000005,1.8052287581699349,47,106,41.5,45.2,16,4,3,14.509150326797384,26.2,4.296078431372549,-3.5,1,0,0,0.0,14,100,1601.5,10.467320261437909,226.4,1.4797385620915033,9.762091503267973,5.6,17.9,0,0,0
New South Wales,1989,May-Oct,5,10,5,184,-34.5,147.5,314.6,1.7097826086956522,52,132,41.5,45.2,16,5,3,15.657065217391303,28.4,4.658695652173913,-3.5,9,0,0,0.0,14,111,2267.4,12.322826086956523,359.4,1.9532608695652172,9.900543478260868,5.6,17.9,0,6,0
New South Wales,1990,May-Jun,5,6,1,61,-34.5,147.5,150.40000000000003,2.4655737704918037,13,48,53.5,63.7,16,5,1,15.388524590163936,23.7,5.137704918032787,-2.6,0,0,0,0.0,4,27,567.8,9.308196721311475,79.0,1.2950819672131149,10.18688524590164,6.5,16.7,0,0,0
New South Wales,1990,May-Jul,5,7,2,92,-34.5,147.5,223.60000000000002,2.430434782608696,24,68,53.5,63.7,16,7,1,14.356521739130434,23.7,4.801086956521739,-2.6,0,0,0,0.0,6,46,790.6,8.593478260869565,110.6,1.202173913043478,9.895652173913044,6.5,16.7,0,0,0
New South Wales,1990,May-Aug,5,8,3,123,-34.5,147.5,313.4,2.5479674796747966,39,84,53.5,63.7,16,10,1,13.970731707317071,23.7,4.657723577235772,-2.6,0,0,0,0.0,9,64,1111.7000000000003,9.038211382113824,156.99999999999997,1.276422764227642,9.663414634146338,6.1,16.7,0,0,0
New South Wales,1990,May-Sep,5,9,4,153,-34.5,147.5,377.2,2.465359477124183,45,108,53.5,63.7,16,12,2,14.644444444444447,24.6,4.845751633986928,-2.6,0,0,0,0.0,9,80,1620.3,10.590196078431372,235.3,1.5379084967320262,9.800653594771243,6.1,16.7,0,0,0
New South Wales,1990,May-Oct,5,10,5,184,-34.5,147.5,436.8,2.373913043478261,51,133,53.5,63.7,16,14,3,15.892934782608696,34.9,5.3125,-2.6,7,4,0,11.799999999999994,9,89,2299.0,12.494565217391305,363.09999999999997,1.973369565217391,10.101086956521739,6.1,16.7,4,7,4
New South Wales,1991,May-Jun,5,6,1,61,-34.5,147.5,173.8,2.8491803278688526,11,50,83.69999999999999,144.0,20,5,3,17.375409836065575,25.4,6.632786885245901,0.0,1,0,0,0.0,1,22,561.0999999999999,9.198360655737703,99.1,1.6245901639344262,10.754098360655739,6.6,14.9,0,0,0
New South Wales,1991,May-Jul,5,7,2,92,-34.5,147.5,253.6,2.756521739130435,23,69,83.69999999999999,144.0,20,7,3,15.597826086956522,25.4,5.641304347826086,-0.6,1,0,0,0.0,2,43,799.8000000000001,8.693478260869567,135.00000000000003,1.4673913043478264,10.15,6.5,14.9,0,0,0
New South Wales,1991,May-Aug,5,8,3,123,-34.5,147.5,300.1,2.439837398373984,34,89,83.69999999999999,144.0,20,7,3,15.048780487804878,25.4,4.940650406504065,-1.6,1,0,0,0.0,6,67,1131.8,9.201626016260162,186.80000000000004,1.5186991869918702,9.798373983739838,6.5,14.9,0,0,0
New South Wales,1991,May-Sep,5,9,4,153,-34.5,147.5,348.5,2.2777777777777777,40,113,83.69999999999999,144.0,20,8,3,15.40130718954248,25.4,4.875816993464053,-1.6,1,0,0,0.0,7,83,1618.0,10.57516339869281,262.20000000000005,1.7137254901960788,9.894117647058822,6.5,14.9,0,0,0
New South Wales,1991,May-Oct,5,10,5,184,-34.5,147.5,361.4,1.9641304347826085,43,141,83.69999999999999,144.0,20,8,3,16.857608695652175,30.9,5.434239130434783,-1.6,13,3,0,1.6999999999999993,7,90,2362.6000000000004,12.84021739130435,406.8,2.2108695652173913,10.196739130434782,6.5,17.5,3,8,3
New South Wales,1992,May-Jun,5,6,1,61,-34.5,147.5,56.900000000000006,0.9327868852459017,12,49,16.3,20.400000000000002,11,2,0,15.41967213114754,23.3,4.688524590163934,-0.5,0,0,0,0.0,3,33,550.8,9.029508196721311,72.80000000000001,1.19344262295082,10.336065573770494,7.5,15.1,0,0,0
New South Wales,1992,May-Jul,5,7,2,92,-34.5,147.5,95.89999999999999,1.042391304347826,18,74,32.400000000000006,32.5,11,3,1,14.61413043478261,23.3,3.6836956521739133,-2.7,0,0,0,0.0,12,58,820.0,8.91304347826087,109.7,1.192391304347826,9.679347826086957,5.4,15.1,0,0,0
New South Wales,1992,May-Aug,5,8,3,123,-34.5,147.5,188.79999999999995,1.5349593495934957,25,98,46.1,49.7,16,7,2,14.269105691056907,23.3,3.2390243902439018,-2.7,0,0,0,0.0,25,84,1146.8999999999999,9.324390243902437,165.7,1.3471544715447155,9.408943089430895,5.4,15.1,0,1,0
New South Wales,1992,May-Sep,5,9,4,153,-34.5,147.5,240.2,1.5699346405228758,37,116,46.1,49.7,16,8,2,14.460130718954247,23.3,3.419607843137255,-2.7,0,0,0,0.0,27,103,1553.8,10.155555555555555,229.2,1.4980392156862745,9.522222222222222,5.4,15.1,0,1,0
New South Wales,1992,May-Oct,5,10,5,184,-34.5,147.5,344.79999999999995,1.8739130434782607,47,137,61.2,63.7,16,12,3,15.454891304347825,26.7,4.210326086956522,-2.7,3,0,0,0.0,27,111,2175.9,11.82554347826087,343.5,1.8668478260869565,10.028804347826087,5.4,18.8,0,2,0
New South Wales,1993,May-Jun,5,6,1,61,-34.5,147.5,80.5,1.319672131147541,5,56,67.2,67.3,23,1,1,16.172131147540984,23.7,3.745901639344262,-2.7,0,0,0,0.0,7,40,582.1999999999999,9.544262295081966,87.39999999999999,1.4327868852459016,9.204918032786885,5.6,13.1,0,0,0
New South Wales,1993,May-Jul,5,7,2,92,-34.5,147.5,240.4,2.61304347826087,14,78,67.2,85.30000000000001,23,6,3,15.59130434782609,23.7,4.014130434782609,-2.7,0,0,0,0.0,8,57,838.8000000000001,9.117391304347827,123.4,1.341304347826087,9.442391304347826,5.6,14.6,0,0,0
New South Wales,1993,May-Aug,5,8,3,123,-34.5,147.5,263.09999999999997,2.139024390243902,21,102,67.2,85.30000000000001,23,7,3,15.595934959349595,23.7,4.034959349593496,-2.7,0,0,0,0.0,11,77,1209.8999999999999,9.836585365853658,181.29999999999998,1.4739837398373983,9.447154471544717,5.6,14.6,0,0,0
New South Wales,1993,May-Sep,5,9,4,153,-34.5,147.5,396.3,2.5901960784313727,26,127,67.2,85.30000000000001,23,11,6,15.928104575163399,24.7,4.496078431372549,-2.7,0,0,0,0.0,11,89,1657.6,10.833986928104574,259.7,1.6973856209150326,9.781045751633988,5.6,17.3,0,0,0
New South Wales,1993,May-Oct,5,10,5,184,-34.5,147.5,490.9,2.6679347826086954,34,150,67.2,85.30000000000001,23,13,7,16.57445652173913,25.4,5.003804347826088,-2.7,1,0,0,0.0,11,99,2291.0,12.451086956521738,369.2,2.006521739130435,10.103804347826086,5.6,17.3,0,3,0
New South Wales,1994,May-Jun,5,6,1,61,-34.5,147.5,32.900000000000006,0.539344262295082,10,51,12.8,12.999999999999998,18,0,0,17.055737704918034,23.7,4.240983606557377,-1.9,0,0,0,0.0,10,33,561.8000000000001,9.209836065573771,110.2,1.8065573770491803,9.652459016393443,5.1,14.7,0,1,0
New South Wales,1994,May-Jul,5,7,2,92,-34.5,147.5,54.7,0.5945652173913044,14,78,12.8,12.999999999999998,18,1,0,16.213043478260868,23.7,2.931521739130435,-4.1,0,0,0,0.0,26,63,874.6999999999999,9.507608695652173,152.40000000000003,1.6565217391304352,9.097826086956522,5.1,14.7,0,1,0
New South Wales,1994,May-Aug,5,8,3,123,-34.5,147.5,62.3,0.5065040650406504,16,107,14.9,15.7,19,1,0,16.04552845528455,24.1,2.3186991869918696,-4.9,0,0,0,0.0,41,90,1347.0,10.951219512195122,221.5,1.8008130081300813,8.727642276422765,4.8,14.7,0,1,0
New South Wales,1994,May-Sep,5,9,4,153,-34.5,147.5,79.6,0.5202614379084967,20,133,14.9,15.7,19,1,0,16.494117647058825,27.0,2.4052287581699345,-4.9,4,0,0,0.0,46,113,1854.4999999999998,12.120915032679736,332.4,2.172549019607843,8.643137254901962,4.8,14.7,0,4,0
New South Wales,1994,May-Oct,5,10,5,184,-34.5,147.5,103.69999999999999,0.5635869565217391,26,158,14.9,15.7,19,1,0,17.654891304347824,32.2,3.281521739130435,-4.9,14,2,0,3.900000000000002,46,119,2512.6,13.655434782608696,507.4,2.757608695652174,8.9125,4.8,18.0,2,19,2
New South Wales,1995,May-Jun,5,6,1,61,-34.5,147.5,195.1,3.1983606557377047,22,39,50.3,73.0,14,6,2,14.929508196721311,22.3,6.526229508196721,-2.1,0,0,0,0.0,3,22,520.5,8.532786885245901,87.7,1.437704918032787,10.796721311475409,6.1,18.2,0,0,0
New South Wales,1995,May-Jul,5,7,2,92,-34.5,147.5,265.09999999999997,2.8815217391304344,38,54,50.3,73.0,14,7,2,13.504347826086954,22.3,5.464130434782608,-2.6,0,0,0,0.0,10,41,759.7,8.257608695652175,120.3,1.307608695652174,10.049999999999999,5.6,18.2,0,0,0
New South Wales,1995,May-Aug,5,8,3,123,-34.5,147.5,272.7,2.217073170731707,41,82,50.3,73.0,16,7,2,14.363414634146341,25.7,4.826829268292683,-2.6,2,0,0,0.0,16,66,1190.2999999999997,9.67723577235772,183.79999999999998,1.4943089430894307,9.971544715447152,5.6,18.2,0,0,0
New South Wales,1995,May-Sep,5,9,4,153,-34.5,147.5,339.9,2.22156862745098,49,104,50.3,73.0,16,10,3,15.081699346405228,25.7,4.89281045751634,-2.6,2,0,0,0.0,20,80,1674.9,10.947058823529412,260.7,1.703921568627451,10.079084967320261,5.6,18.2,0,0,0
New South Wales,1995,May-Oct,5,10,5,184,-34.5,147.5,392.0,2.130434782608696,55,129,50.3,73.0,16,12,3,16.305978260869566,30.8,5.45,-2.6,9,1,0,0.8000000000000007,20,86,2337.8,12.705434782608696,398.80000000000007,2.1673913043478263,10.42663043478261,5.6,18.2,1,8,1
New South Wales,1996,May-Jun,5,6,1,61,-34.5,147.5,119.5,1.959016393442623,15,46,38.3,56.8,19,6,0,16.9344262295082,25.0,4.9311475409836065,-1.7,1,0,0,0.0,9,37,561.9999999999999,9.213114754098358,92.70000000000002,1.5196721311475412,10.618032786885244,6.9,17.9,0,0,0
New South Wales,1996,May-Jul,5,7,2,92,-34.5,147.5,224.49999999999997,2.4402173913043477,31,61,48.0,68.89999999999999,19,8,1,15.285869565217391,25.0,4.654347826086956,-1.9,1,0,0,0.0,13,55,786.4,8.54782608695652,123.39999999999999,1.3413043478260869,10.209782608695651,6.9,17.9,0,0,0
New South Wales,1996,May-Aug,5,8,3,123,-34.5,147.5,278.8,2.2666666666666666,43,80,48.0,68.89999999999999,19,8,1,14.939837398373985,25.0,4.57479674796748,-1.9,1,0,0,0.0,16,72,1117.1,9.082113821138211,177.0,1.4390243902439024,10.006504065040652,6.5,17.9,0,0,0
New South Wales,1996,May-Sep,5,9,4,153,-34.5,147.5,333.09999999999997,2.1771241830065358,52,101,48.0,68.89999999999999,19,9,1,15.360784313725489,25.7,4.626143790849673,-1.9,2,0,0,0.0,17,91,1614.2,10.55032679738562,268.0,1.7516339869281046,10.04967320261438,6.5,17.9,0,2,0
New South Wales,1996,May-Oct,5,10,5,184,-34.5,147.5,388.79999999999995,2.1130434782608694,58,126,48.0,68.89999999999999,19,11,1,16.569021739130434,30.4,5.1510869565217385,-1.9,9,1,0,0.3999999999999986,17,100,2349.5,12.769021739130435,400.6,2.1771739130434784,10.495652173913044,6.5,17.9,1,10,1
New South Wales,1997,May-Jun,5,6,1,61,-34.5,147.5,119.30000000000003,1.9557377049180331,18,43,29.3,35.800000000000004,9,5,0,16.15737704918033,26.9,4.827868852459017,-2.8,3,0,0,0.0,10,33,565.6,9.272131147540984,94.60000000000001,1.5508196721311476,10.245901639344263,6.5,16.4,0,0,0
New South Wales,1997,May-Jul,5,7,2,92,-34.5,147.5,141.1,1.533695652173913,22,70,29.3,35.800000000000004,9,6,0,15.146739130434783,26.9,3.3086956521739124,-4.2,3,0,0,0.0,27,61,884.2,9.610869565217392,133.70000000000005,1.4532608695652178,9.461956521739129,5.4,16.4,0,0,0
New South Wales,1997,May-Aug,5,8,3,123,-34.5,147.5,192.7,1.5666666666666667,28,95,29.3,43.400000000000006,11,8,0,14.807317073170731,26.9,3.1357723577235777,-4.2,3,0,0,0.0,34,83,1259.1000000000001,10.23658536585366,188.7,1.5341463414634144,9.2130081300813,5.4,16.4,0,0,0
New South Wales,1997,May-Sep,5,9,4,153,-34.5,147.5,259.9,1.6986928104575163,36,117,29.3,43.400000000000006,11,10,0,15.34640522875817,26.9,3.6196078431372545,-4.2,3,0,0,0.0,34,98,1711.8,11.188235294117646,266.8,1.7437908496732026,9.577124183006536,5.4,16.4,0,0,0
New South Wales,1997,May-Oct,5,10,5,184,-34.5,147.5,298.20000000000005,1.6206521739130437,40,144,31.3,43.400000000000006,22,11,1,16.657065217391306,33.7,4.173369565217391,-4.2,14,5,0,10.100000000000005,35,110,2422.8,13.167391304347827,419.20000000000005,2.2782608695652176,9.833695652173914,5.4,19.7,5,12,5
New South Wales,1998,May-Jun,5,6,1,61,-34.5,147.5,132.6,2.1737704918032787,13,48,71.3,89.8,17,5,2,15.785245901639342,22.3,4.449180327868853,-5.0,0,0,0,0.0,9,32,553.8,9.078688524590163,90.4,1.481967213114754,10.19344262295082,4.9,16.1,0,0,0
New South Wales,1998,May-Jul,5,7,2,92,-34.5,147.5,181.90000000000003,1.9771739130434787,24,68,71.3,89.8,17,6,2,14.27608695652174,22.3,4.057608695652173,-5.0,0,0,0,0.0,16,54,794.7,8.63804347826087,121.39999999999999,1.3195652173913042,9.670652173913044,4.9,16.1,0,0,0
New South Wales,1998,May-Aug,5,8,3,123,-34.5,147.5,233.6,1.8991869918699187,30,93,71.3,89.8,17,8,2,14.583739837398376,22.3,4.308130081300813,-5.0,0,0,0,0.0,17,69,1145.1000000000001,9.309756097560976,174.6,1.4195121951219511,9.917073170731706,4.9,16.1,0,0,0
New South Wales,1998,May-Sep,5,9,4,153,-34.5,147.5,322.80000000000007,2.109803921568628,41,112,71.3,89.8,17,11,2,15.280392156862746,25.4,4.853594771241831,-5.0,1,0,0,0.0,17,81,1588.6999999999998,10.383660130718953,250.10000000000002,1.6346405228758172,10.450326797385621,4.9,16.6,0,0,0
New South Wales,1998,May-Oct,5,10,5,184,-34.5,147.5,364.40000000000003,1.9804347826086959,50,134,71.3,89.8,17,13,2,16.032065217391303,28.2,5.232608695652174,-5.0,6,0,0,0.0,18,93,2228.1,12.109239130434782,366.7,1.9929347826086956,10.656521739130435,4.9,21.1,0,6,0
New South Wales,1999,May-Jun,5,6,1,61,-34.5,147.5,74.1,1.2147540983606557,9,52,18.2,34.2,15,3,0,16.685245901639345,22.7,4.137704918032787,-2.6,0,0,0,0.0,3,39,598.5,9.811475409836065,91.00000000000001,1.491803278688525,10.2327868852459,6.4,15.0,0,0,0
New South Wales,1999,May-Jul,5,7,2,92,-34.5,147.5,118.2,1.2847826086956522,15,77,28.8,34.2,15,4,1,15.861956521739135,22.7,3.6217391304347823,-2.6,0,0,0,0.0,13,63,900.1,9.783695652173913,128.5,1.3967391304347827,9.806521739130433,6.4,15.0,0,0,0
New South Wales,1999,May-Aug,5,8,3,123,-34.5,147.5,169.8,1.380487804878049,21,102,28.8,34.2,17,5,1,15.749593495934958,22.7,3.3829268292682926,-4.2,0,0,0,0.0,24,82,1297.6,10.549593495934959,182.60000000000002,1.4845528455284556,9.716260162601627,5.6,15.0,0,0,0
New South Wales,1999,May-Sep,5,9,4,153,-34.5,147.5,218.2,1.426143790849673,27,126,28.8,34.2,17,7,1,16.503921568627455,26.6,4.078431372549019,-4.2,2,0,0,0.0,26,94,1792.4,11.715032679738563,268.2,1.7529411764705882,10.1359477124183,5.6,16.2,0,1,0
New South Wales,1999,May-Oct,5,10,5,184,-34.5,147.5,322.8,1.7543478260869565,40,144,50.699999999999996,81.1,17,11,1,17.40271739130435,28.1,5.026086956521739,-4.2,6,0,0,0.0,26,97,2389.0,12.983695652173912,372.2,2.0228260869565218,10.833152173913044,5.6,18.5,0,3,0
New South Wales,2000,May-Jun,5,6,1,61,-34.5,147.5,115.60000000000002,1.8950819672131152,16,45,42.8,46.199999999999996,15,3,1,14.636065573770493,25.1,4.413114754098361,-2.2,1,0,0,0.0,8,39,531.9000000000001,8.719672131147542,73.89999999999999,1.2114754098360654,10.067213114754098,7.0,18.4,0,0,0
New South Wales,2000,May-Jul,5,7,2,92,-34.5,147.5,150.0,1.6304347826086956,25,67,42.8,46.199999999999996,15,3,1,14.143478260869566,25.1,3.615217391304348,-2.2,1,0,0,0.0,18,66,812.1999999999999,8.828260869565216,108.09999999999998,1.1749999999999998,9.60108695652174,6.7,18.4,0,0,0
New South Wales,2000,May-Aug,5,8,3,123,-34.5,147.5,239.70000000000002,1.9487804878048782,37,86,42.8,46.199999999999996,15,6,1,14.118699186991869,25.1,3.545528455284553,-2.2,1,0,0,0.0,24,89,1164.9,9.470731707317073,156.89999999999998,1.2756097560975608,9.59349593495935,6.7,18.4,0,0,0
New South Wales,2000,May-Sep,5,9,4,153,-34.5,147.5,280.0,1.8300653594771241,46,107,42.8,46.199999999999996,15,7,1,15.013725490196078,25.8,3.9679738562091496,-2.2,2,0,0,0.0,24,105,1669.4,10.911111111111111,239.5,1.565359477124183,9.981045751633987,6.7,18.4,0,0,0
New South Wales,2000,May-Oct,5,10,5,184,-34.5,147.5,343.6,1.8673913043478263,54,130,42.8,46.199999999999996,15,10,1,15.891304347826088,32.7,4.590760869565218,-2.2,5,2,0,4.100000000000001,24,115,2282.1,12.402717391304348,356.29999999999995,1.9364130434782607,10.27608695652174,6.7,18.4,2,4,2
New South Wales,2001,May-Jun,5,6,1,61,-34.5,147.5,55.5,0.9098360655737705,8,53,21.400000000000002,40.8,10,2,0,16.465573770491805,24.5,3.5540983606557375,-2.9,0,0,0,0.0,15,41,610.2000000000002,10.003278688524592,91.0,1.4918032786885247,9.754098360655737,6.4,14.7,0,0,0
New South Wales,2001,May-Jul,5,7,2,92,-34.5,147.5,89.80000000000001,0.9760869565217393,16,76,21.400000000000002,40.8,13,2,0,15.56521739130435,24.5,3.275,-2.9,0,0,0,0.0,23,62,889.0,9.66304347826087,126.9,1.3793478260869565,9.607608695652175,6.4,14.7,0,0,0
New South Wales,2001,May-Aug,5,8,3,123,-34.5,147.5,122.4,0.9951219512195122,24,99,21.400000000000002,40.8,13,2,0,15.450406504065041,24.5,3.1593495934959352,-2.9,0,0,0,0.0,30,86,1256.8,10.217886178861788,190.40000000000003,1.547967479674797,9.401626016260161,6.4,14.7,0,1,0
New South Wales,2001,May-Sep,5,9,4,153,-34.5,147.5,168.1,1.0986928104575162,34,119,21.400000000000002,40.8,13,3,0,16.243790849673204,28.3,3.799346405228758,-2.9,2,0,0,0.0,30,97,1762.1,11.516993464052288,281.0,1.8366013071895424,9.875816993464053,6.4,15.1,0,3,0
New South Wales,2001,May-Oct,5,10,5,184,-34.5,147.5,227.6,1.2369565217391305,43,141,21.400000000000002,40.8,13,6,0,16.92228260869565,28.3,4.246195652173913,-2.9,5,0,0,0.0,30,110,2390.2,12.990217391304347,407.79999999999995,2.2163043478260867,10.035869565217391,6.4,16.8,0,9,0
New South Wales,2002,May-Jun,5,6,1,61,-34.5,147.5,61.900000000000006,1.0147540983606558,13,48,19.1,21.9,13,1,0,16.281967213114754,25.4,4.301639344262296,-2.7,1,0,0,0.0,9,35,570.8000000000001,9.357377049180329,103.60000000000001,1.6983606557377051,9.726229508196718,6.3,14.2,0,0,0
New South Wales,2002,May-Jul,5,7,2,92,-34.5,147.5,78.5,0.8532608695652174,19,73,19.1,21.9,13,1,0,15.60108695652174,25.4,3.3152173913043486,-3.3,1,0,0,0.0,21,60,896.3,9.742391304347825,151.60000000000002,1.647826086956522,9.118478260869564,5.5,14.2,0,0,0
New South Wales,2002,May-Aug,5,8,3,123,-34.5,147.5,103.2,0.8390243902439024,24,99,19.3,21.9,15,1,0,15.885365853658536,25.4,2.943089430894309,-3.3,1,0,0,0.0,31,86,1337.7,10.875609756097562,223.0,1.8130081300813008,8.96260162601626,5.5,14.2,0,0,0
New South Wales,2002,May-Sep,5,9,4,153,-34.5,147.5,157.5,1.0294117647058822,26,127,38.300000000000004,38.300000000000004,15,3,1,16.66732026143791,26.8,3.350326797385621,-3.3,5,0,0,0.0,34,103,1888.3999999999999,12.342483660130718,342.20000000000005,2.236601307189543,9.128104575163398,5.5,14.2,0,5,0
New South Wales,2002,May-Oct,5,10,5,184,-34.5,147.5,161.5,0.8777173913043478,27,157,38.300000000000004,38.300000000000004,25,3,1,17.932065217391305,33.3,4.071195652173913,-3.3,14,1,0,3.299999999999997,34,110,2648.4,14.393478260869566,539.0,2.9293478260869565,9.10054347826087,5.5,15.4,1,29,1
New South Wales,2003,May-Jun,5,6,1,61,-34.5,147.5,67.9,1.1131147540983608,13,48,15.5,22.9,13,2,0,16.74098360655738,23.1,5.983606557377049,0.7,0,0,0,0.0,0,29,586.8,9.61967213114754,111.49999999999999,1.827868852459016,10.291803278688528,6.0,15.7,0,0,0
New South Wales,2003,May-Jul,5,7,2,92,-34.5,147.5,128.6,1.3978260869565218,20,72,37.7,38.9,13,4,1,15.735869565217392,23.1,5.1000000000000005,-0.4,0,0,0,0.0,2,53,892.7999999999998,9.704347826086956,154.8,1.682608695652174,9.770652173913044,6.0,15.7,0,0,0
New South Wales,2003,May-Aug,5,8,3,123,-34.5,147.5,193.79999999999998,1.5756097560975608,29,94,37.7,38.9,15,6,2,15.278048780487806,23.1,4.591869918699187,-2.2,0,0,0,0.0,9,74,1262.7999999999997,10.266666666666664,209.4,1.7024390243902439,9.591056910569108,5.2,17.3,0,0,0
New South Wales,2003,May-Sep,5,9,4,153,-34.5,147.5,234.1,1.530065359477124,38,115,37.7,38.9,15,7,2,15.641176470588238,27.4,4.550980392156863,-2.2,1,0,0,0.0,13,92,1790.9,11.705228758169936,298.4,1.9503267973856209,9.56732026143791,5.2,17.3,0,1,0
New South Wales,2003,May-Oct,5,10,5,184,-34.5,147.5,266.40000000000003,1.4478260869565218,44,140,37.7,38.9,15,8,2,16.328804347826086,27.7,4.7597826086956525,-2.2,4,0,0,0.0,14,107,2429.0,13.201086956521738,420.3999999999999,2.2847826086956515,9.71195652173913,5.2,17.3,0,7,0
New South Wales,2004,May-Jun,5,6,1,61,-34.5,147.5,74.3,1.2180327868852459,11,50,24.299999999999997,24.299999999999997,21,4,0,15.513114754098362,21.3,3.8311475409836064,-1.0,0,0,0,0.0,7,42,604.6,9.911475409836067,103.9,1.7032786885245903,9.060655737704916,5.9,16.0,0,0,0
New South Wales,2004,May-Jul,5,7,2,92,-34.5,147.5,108.59999999999998,1.1804347826086954,15,77,24.299999999999997,25.2,21,5,0,14.417391304347827,21.3,3.3554347826086963,-2.9,0,0,0,0.0,13,65,868.9000000000001,9.444565217391306,140.1,1.5228260869565218,8.9,5.2,16.0,0,0,0
New South Wales,2004,May-Aug,5,8,3,123,-34.5,147.5,162.89999999999998,1.3243902439024389,23,100,37.1,37.1,21,7,0,14.54390243902439,23.3,3.3837398373983745,-2.9,0,0,0,0.0,15,87,1224.1999999999998,9.952845528455283,200.39999999999998,1.6292682926829267,8.991056910569108,5.2,16.0,0,0,0
New South Wales,2004,May-Sep,5,9,4,153,-34.5,147.5,205.89999999999998,1.345751633986928,30,123,37.1,41.300000000000004,21,8,1,15.105882352941178,24.9,3.643137254901961,-2.9,0,0,0,0.0,15,108,1716.9,11.221568627450981,274.6,1.7947712418300654,9.326797385620916,5.2,16.4,0,0,0
New South Wales,2004,May-Oct,5,10,5,184,-34.5,147.5,244.29999999999998,1.3277173913043476,34,150,37.1,41.300000000000004,21,9,1,16.410869565217393,34.1,4.304347826086956,-2.9,7,3,0,7.399999999999999,15,113,2413.8999999999996,13.119021739130433,425.9,2.314673913043478,9.617934782608696,5.2,16.4,3,12,3
New South Wales,2005,May-Jun,5,6,1,61,-34.5,147.5,103.60000000000001,1.6983606557377051,12,49,31.4,45.4,24,4,0,18.332786885245902,25.6,3.8573770491803274,-2.9,2,0,0,0.0,9,36,614.3,10.070491803278689,120.2,1.9704918032786887,9.204918032786887,6.3,14.6,0,0,0
New South Wales,2005,May-Jul,5,7,2,92,-34.5,147.5,161.39999999999998,1.7543478260869563,22,70,35.3,45.4,24,6,0,16.819565217391304,25.6,3.898913043478261,-2.9,2,0,0,0.0,16,53,890.1,9.675,155.1,1.6858695652173912,9.32717391304348,6.3,14.6,0,0,0
New South Wales,2005,May-Aug,5,8,3,123,-34.5,147.5,226.7,1.8430894308943089,31,92,35.3,45.4,24,8,1,16.37723577235772,25.6,3.509756097560976,-2.9,2,0,0,0.0,26,76,1308.2,10.635772357723578,216.0,1.7560975609756098,9.253658536585364,6.3,14.6,0,1,0
New South Wales,2005,May-Sep,5,9,4,153,-34.5,147.5,308.09999999999997,2.0137254901960784,42,111,38.7,45.4,24,12,1,16.583660130718954,25.6,3.766666666666666,-2.9,2,0,0,0.0,27,95,1772.5,11.584967320261438,292.4,1.911111111111111,9.601960784313727,6.3,15.3,0,1,0
New South Wales,2005,May-Oct,5,10,5,184,-34.5,147.5,371.59999999999997,2.019565217391304,51,133,38.7,45.4,24,14,1,17.458152173913046,27.1,4.4114130434782615,-2.9,8,0,0,0.0,27,107,2395.7,13.020108695652173,406.59999999999997,2.209782608695652,10.09945652173913,6.3,19.2,0,4,0
New South Wales,2006,May-Jun,5,6,1,61,-34.5,147.5,42.9,0.7032786885245902,6,55,24.9,25.0,25,1,0,16.018032786885247,23.7,0.6770491803278691,-4.1,0,0,0,0.0,33,50,618.3000000000001,10.136065573770493,98.60000000000001,1.616393442622951,8.3327868852459,5.7,13.1,0,0,0
New South Wales,2006,May-Jul,5,7,2,92,-34.5,147.5,92.19999999999999,1.0021739130434781,13,79,26.9,27.7,25,2,0,15.33695652173913,23.7,1.4706521739130436,-4.1,0,0,0,0.0,39,71,886.6999999999999,9.638043478260869,136.7,1.4858695652173912,8.504347826086956,5.7,13.1,0,0,0
New South Wales,2006,May-Aug,5,8,3,123,-34.5,147.5,102.19999999999999,0.8308943089430894,16,107,26.9,27.7,25,2,0,15.657723577235771,23.7,1.2146341463414634,-4.1,0,0,0,0.0,58,98,1301.7000000000003,10.582926829268295,198.6,1.6146341463414633,8.495934959349594,5.7,13.1,0,0,0
