region,year_start,forecast_window,window_start_month,window_end_month,window_order,n_weather_days,lat,lon,rain_sum,rain_mean,rain_days,dry_days,max_3day_rain,max_7day_rain,max_consecutive_dry_days,heavy_rain_days_10,heavy_rain_days_25,tmax_mean,tmax_max,tmin_mean,tmin_min,heat_days_25,heat_days_30,heat_days_35,heat_degree_days_30,frost_days_0,cold_days_5,radiation_sum,radiation_mean,evap_sum,evap_mean,vp_mean,vp_min,vp_max,hot_dry_days_30_rain_lt_1,high_evap_dry_days,heat_and_low_rain_days
Queensland,1991,May-Sep,5,9,4,153,-27.5,151.5,54.300000000000004,0.35490196078431374,10,143,12.7,12.700000000000001,49,1,0,22.45751633986928,31.0,6.132026143790849,-4.1,39,2,0,1.1999999999999993,24,64,2319.1,15.15751633986928,578.0,3.7777777777777777,10.583660130718956,4.4,17.3,2,33,2
Queensland,1991,May-Oct,5,10,5,184,-27.5,151.5,76.30000000000001,0.41467391304347834,14,170,17.6,17.700000000000003,49,1,0,23.522282608695654,35.1,7.247282608695652,-4.1,66,13,1,19.799999999999997,24,64,3043.4,16.54021739130435,794.8,4.319565217391304,11.172826086956523,4.4,18.1,13,57,13
Queensland,1992,May-Jun,5,6,1,61,-27.5,151.5,61.3,1.0049180327868852,9,52,32.0,50.2,24,2,0,20.101639344262296,26.3,6.440983606557377,-1.8,5,0,0,0.0,8,26,747.4,12.252459016393443,152.1,2.4934426229508198,11.867213114754097,6.6,18.8,0,0,0
Queensland,1992,May-Jul,5,7,2,92,-27.5,151.5,84.3,0.9163043478260869,13,79,32.0,50.2,24,3,0,19.929347826086957,26.3,5.041304347826087,-4.1,6,0,0,0.0,19,50,1165.9999999999998,12.673913043478258,236.4,2.5695652173913044,11.005434782608694,4.7,18.8,0,0,0
Queensland,1992,May-Aug,5,8,3,123,-27.5,151.5,108.89999999999999,0.8853658536585365,17,106,32.0,50.2,24,4,0,20.24552845528455,27.6,4.854471544715446,-4.1,8,0,0,0.0,27,69,1649.6999999999998,13.412195121951218,363.2,2.9528455284552844,10.617886178861788,4.4,18.8,0,6,0
Queensland,1992,May-Sep,5,9,4,153,-27.5,151.5,141.5,0.9248366013071896,21,132,32.0,50.2,24,5,0,20.869934640522878,31.4,5.237908496732026,-4.1,19,1,0,1.3999999999999986,28,80,2231.2999999999997,14.583660130718952,519.2,3.393464052287582,10.708496732026145,4.4,18.8,1,23,1
Queensland,1992,May-Oct,5,10,5,184,-27.5,151.5,177.4,0.9641304347826087,26,158,32.0,50.2,24,6,0,21.828260869565216,33.1,6.015760869565218,-4.1,42,3,0,5.399999999999999,28,85,2963.3999999999996,16.105434782608693,731.5,3.9755434782608696,10.906521739130437,4.4,18.8,2,47,2
Queensland,1993,May-Jun,5,6,1,61,-27.5,151.5,60.7,0.9950819672131148,5,56,48.9,48.9,22,1,1,21.804918032786883,27.9,6.967213114754097,-1.4,11,0,0,0.0,2,19,800.5999999999999,13.124590163934425,195.79999999999998,3.20983606557377,12.042622950819675,6.1,19.8,0,3,0
Queensland,1993,May-Jul,5,7,2,92,-27.5,151.5,107.9,1.172826086956522,12,80,48.9,48.9,30,3,1,21.35217391304348,27.9,7.532608695652174,-1.4,11,0,0,0.0,2,22,1137.4999999999998,12.364130434782606,263.5,2.864130434782609,12.507608695652175,6.1,19.8,0,3,0
Queensland,1993,May-Aug,5,8,3,123,-27.5,151.5,116.60000000000001,0.9479674796747968,14,109,48.9,48.9,30,3,1,21.433333333333334,27.9,6.912195121951221,-1.4,12,0,0,0.0,3,41,1619.1000000000001,13.163414634146342,383.79999999999995,3.1203252032520323,12.13089430894309,6.1,19.8,0,8,0
Queensland,1993,May-Sep,5,9,4,153,-27.5,151.5,155.5,1.0163398692810457,20,133,48.9,48.9,30,4,1,21.698692810457516,30.6,7.2901960784313715,-1.4,19,1,0,0.6000000000000014,3,45,2121.6,13.866666666666665,529.1,3.458169934640523,12.211111111111112,6.1,19.8,1,21,1
Queensland,1993,May-Oct,5,10,5,184,-27.5,151.5,205.0,1.1141304347826086,28,156,48.9,48.9,30,5,1,22.53804347826087,35.5,8.122826086956522,-1.4,39,8,1,16.900000000000002,3,45,2765.8,15.031521739130437,730.0,3.967391304347826,12.546195652173912,6.1,22.5,6,42,6
Queensland,1994,May-Jun,5,6,1,61,-27.5,151.5,36.6,0.6,5,56,15.5,16.2,23,1,0,21.714754098360658,27.2,4.403278688524591,-2.3,7,0,0,0.0,14,36,843.8,13.8327868852459,195.49999999999997,3.204918032786885,10.168852459016394,5.1,17.9,0,3,0
Queensland,1994,May-Jul,5,7,2,92,-27.5,151.5,42.199999999999996,0.458695652173913,7,85,15.5,16.2,31,1,0,21.09673913043478,27.2,3.2934782608695654,-4.8,7,0,0,0.0,29,61,1280.8999999999999,13.92282608695652,288.3,3.133695652173913,9.58695652173913,3.7,17.9,0,4,0
Queensland,1994,May-Aug,5,8,3,123,-27.5,151.5,43.1,0.35040650406504065,7,116,15.5,16.2,49,1,0,21.085365853658537,27.2,3.0008130081300814,-4.8,8,0,0,0.0,37,85,1834.9,14.917886178861789,414.5,3.369918699186992,9.390243902439023,3.7,17.9,0,9,0
Queensland,1994,May-Sep,5,9,4,153,-27.5,151.5,48.6,0.3176470588235294,8,145,15.5,16.2,58,1,0,21.793464052287582,30.0,3.4235294117647057,-4.8,22,2,0,0.0,39,102,2463.7,16.102614379084965,607.0999999999999,3.9679738562091496,9.42156862745098,3.7,17.9,2,32,2
Queensland,1994,May-Oct,5,10,5,184,-27.5,151.5,94.5,0.5135869565217391,16,168,18.4,29.4,58,3,0,22.738586956521736,36.5,4.6521739130434785,-4.8,46,10,1,19.6,39,105,3148.8,17.11304347826087,832.3000000000001,4.523369565217392,9.831521739130435,3.7,17.9,9,53,9
Queensland,1995,May-Jun,5,6,1,61,-27.5,151.5,84.49999999999999,1.3852459016393441,12,49,29.4,29.4,12,2,1,20.55409836065574,28.4,8.077049180327869,-1.8,6,0,0,0.0,2,19,755.2,12.38032786885246,167.59999999999997,2.747540983606557,12.74262295081967,6.7,18.9,0,0,0
Queensland,1995,May-Jul,5,7,2,92,-27.5,151.5,90.1,0.9793478260869565,13,79,29.4,29.4,24,2,1,19.994565217391308,28.4,6.257608695652172,-4.9,7,0,0,0.0,10,43,1191.3000000000002,12.948913043478262,269.90000000000003,2.9336956521739133,11.355434782608697,5.5,18.9,0,2,0
Queensland,1995,May-Aug,5,8,3,123,-27.5,151.5,90.1,0.7325203252032519,13,110,29.4,29.4,55,2,1,20.539024390243902,31.3,5.737398373983741,-5.4,18,1,0,1.3000000000000007,18,59,1738.8,14.136585365853659,396.2000000000001,3.2211382113821148,11.125203252032522,3.8,18.9,1,7,1
Queensland,1995,May-Sep,5,9,4,153,-27.5,151.5,125.8,0.8222222222222222,19,134,29.4,29.4,57,3,1,21.313071895424837,31.3,6.352941176470588,-5.4,34,1,0,1.3000000000000007,19,65,2330.3999999999996,15.231372549019605,547.2,3.5764705882352943,11.493464052287582,3.8,18.9,1,23,1
Queensland,1995,May-Oct,5,10,5,184,-27.5,151.5,195.2,1.0608695652173912,25,159,29.4,38.3,57,7,1,22.23967391304348,32.4,7.38695652173913,-5.4,56,8,0,13.100000000000005,19,65,3045.6000000000004,16.55217391304348,748.1,4.065760869565217,11.995652173913042,3.8,18.9,8,45,8
Queensland,1996,May-Jun,5,6,1,61,-27.5,151.5,244.49999999999997,4.008196721311475,9,52,171.0,221.89999999999998,29,6,3,21.178688524590164,26.7,8.422950819672131,-1.8,3,0,0,0.0,1,15,755.7,12.388524590163936,141.89999999999998,2.326229508196721,13.460655737704919,7.8,22.6,0,0,0
Queensland,1996,May-Jul,5,7,2,92,-27.5,151.5,262.59999999999997,2.8543478260869564,12,80,171.0,221.89999999999998,42,7,3,20.114130434782602,26.7,6.671739130434782,-3.6,3,0,0,0.0,11,35,1153.3000000000002,12.535869565217393,223.5,2.4293478260869565,12.02282608695652,5.5,22.6,0,0,0
Queensland,1996,May-Aug,5,8,3,123,-27.5,151.5,307.6,2.5008130081300814,17,106,171.0,221.89999999999998,42,9,3,20.217886178861786,27.8,6.295121951219513,-3.9,7,0,0,0.0,16,50,1612.6,13.110569105691056,321.0,2.6097560975609757,11.737398373983739,5.5,22.6,0,0,0
Queensland,1996,May-Sep,5,9,4,153,-27.5,151.5,350.0,2.287581699346405,21,132,171.0,221.89999999999998,42,10,3,21.073202614379085,31.6,6.3359477124183,-3.9,23,3,0,3.3000000000000043,17,65,2238.2,14.62875816993464,479.40000000000003,3.1333333333333337,11.592156862745098,5.5,22.6,3,13,3
Queensland,1996,May-Oct,5,10,5,184,-27.5,151.5,379.90000000000003,2.0646739130434786,29,155,171.0,221.89999999999998,42,10,3,21.925543478260867,32.5,7.253804347826086,-3.9,41,7,0,9.200000000000006,17,65,2970.5,16.144021739130434,660.3,3.588586956521739,12.027173913043478,5.5,22.6,6,31,6
Queensland,1997,May-Jun,5,6,1,61,-27.5,151.5,51.9,0.8508196721311475,10,51,20.2,23.2,23,1,0,20.704918032786885,25.6,7.062295081967212,-4.0,4,0,0,0.0,6,21,769.7999999999998,12.619672131147539,145.8,2.3901639344262295,12.34754098360656,6.1,19.2,0,0,0
Queensland,1997,May-Jul,5,7,2,92,-27.5,151.5,60.39999999999999,0.6565217391304347,12,80,20.2,23.2,23,1,0,20.292391304347824,25.6,5.806521739130434,-4.0,4,0,0,0.0,12,42,1158.5,12.592391304347826,222.4,2.4173913043478263,11.549999999999999,5.7,19.2,0,0,0
Queensland,1997,May-Aug,5,8,3,123,-27.5,151.5,60.7,0.4934959349593496,12,111,20.2,23.2,34,1,0,20.617073170731704,25.6,5.2056910569105685,-4.3,5,0,0,0.0,21,61,1711.8,13.917073170731706,340.6000000000001,2.7691056910569114,10.931707317073172,4.1,19.2,0,3,0
Queensland,1997,May-Sep,5,9,4,153,-27.5,151.5,118.0,0.7712418300653595,17,136,34.199999999999996,50.4,36,3,1,21.469934640522872,32.0,6.052941176470588,-4.3,18,2,0,2.3999999999999986,21,64,2270.0,14.836601307189543,491.70000000000005,3.2137254901960786,11.123529411764707,4.1,19.2,2,21,2
Queensland,1997,May-Oct,5,10,5,184,-27.5,151.5,191.79999999999998,1.042391304347826,23,161,46.099999999999994,50.4,36,6,1,22.33641304347826,33.6,7.083695652173914,-4.3,39,9,0,11.599999999999998,21,64,2990.8999999999996,16.254891304347826,681.4,3.7032608695652174,11.708152173913044,4.1,20.7,8,43,8
Queensland,1998,May-Jun,5,6,1,61,-27.5,151.5,110.4,1.8098360655737706,11,50,53.3,66.5,30,4,2,20.6,27.5,7.159016393442624,-0.6,1,0,0,0.0,3,24,760.3000000000001,12.463934426229509,141.00000000000003,2.311475409836066,12.726229508196722,7.4,20.6,0,0,0
Queensland,1998,May-Jul,5,7,2,92,-27.5,151.5,185.30000000000004,2.0141304347826092,21,71,53.3,66.5,30,7,2,19.604347826086954,27.5,6.9173913043478255,-0.9,2,0,0,0.0,5,37,1084.2,11.784782608695652,201.20000000000002,2.1869565217391305,12.464130434782607,6.7,20.6,0,0,0
Queensland,1998,May-Aug,5,8,3,123,-27.5,151.5,265.3,2.1569105691056913,27,96,53.3,66.5,30,10,3,19.697560975609758,27.5,7.2455284552845525,-2.1,2,0,0,0.0,6,43,1520.8999999999999,12.365040650406502,284.29999999999995,2.311382113821138,12.607317073170734,6.7,20.6,0,0,0
Queensland,1998,May-Sep,5,9,4,153,-27.5,151.5,365.2,2.3869281045751634,35,118,57.8,73.8,30,15,3,20.30457516339869,29.1,8.030065359477124,-2.1,9,0,0,0.0,6,44,2055.2000000000003,13.432679738562094,389.29999999999995,2.5444444444444443,13.171895424836602,6.7,20.6,0,1,0
Queensland,1998,May-Oct,5,10,5,184,-27.5,151.5,395.20000000000005,2.1478260869565218,42,142,57.8,73.8,30,16,3,21.351630434782606,32.4,8.607065217391305,-2.1,29,3,0,3.799999999999997,6,46,2769.8,15.053260869565218,571.4,3.1054347826086954,13.38804347826087,5.4,21.3,3,20,3
Queensland,1999,May-Jun,5,6,1,61,-27.5,151.5,53.0,0.8688524590163934,7,54,21.5,22.2,24,2,0,21.042622950819673,27.7,7.439344262295081,-1.7,5,0,0,0.0,7,14,780.0999999999999,12.788524590163933,167.70000000000002,2.749180327868853,12.59344262295082,6.8,16.5,0,0,0
Queensland,1999,May-Jul,5,7,2,92,-27.5,151.5,123.6,1.3434782608695652,14,78,32.4,35.6,24,4,1,20.222826086956523,27.7,6.766304347826087,-1.9,5,0,0,0.0,9,28,1154.1999999999998,12.54565217391304,238.89999999999998,2.5967391304347824,12.1945652173913,6.8,16.5,0,0,0
Queensland,1999,May-Aug,5,8,3,123,-27.5,151.5,141.29999999999998,1.148780487804878,16,107,32.4,35.6,24,5,1,20.330081300813006,27.7,6.420325203252032,-1.9,6,0,0,0.0,11,46,1663.5000000000002,13.524390243902442,331.8,2.6975609756097563,11.982926829268294,6.8,16.5,0,1,0
Queensland,1999,May-Sep,5,9,4,153,-27.5,151.5,151.0,0.9869281045751634,18,135,32.4,35.6,24,5,1,21.03464052287582,29.0,6.790849673202614,-1.9,16,0,0,0.0,11,52,2254.3,14.733986928104576,465.5,3.042483660130719,12.195424836601306,6.8,16.5,0,7,0
Queensland,1999,May-Oct,5,10,5,184,-27.5,151.5,208.1,1.130978260869565,24,160,32.4,35.6,24,8,1,22.12554347826087,34.1,7.9391304347826095,-1.9,43,3,0,8.899999999999999,11,52,2894.3,15.729891304347827,631.6,3.432608695652174,12.78478260869565,6.7,20.5,3,24,3
Queensland,2000,May-Jun,5,6,1,61,-27.5,151.5,65.2,1.0688524590163935,6,55,34.6,34.6,20,2,1,20.31147540983607,27.3,6.2918032786885245,-4.4,5,0,0,0.0,9,22,799.7999999999998,13.111475409836062,164.70000000000002,2.7,11.624590163934426,5.7,21.9,0,0,0
Queensland,2000,May-Jul,5,7,2,92,-27.5,151.5,75.4,0.8195652173913044,9,83,34.6,34.6,20,2,1,20.05978260869565,27.3,4.964130434782609,-4.4,6,0,0,0.0,19,46,1223.8999999999999,13.303260869565216,245.7,2.6706521739130435,10.695652173913043,5.7,21.9,0,0,0
Queensland,2000,May-Aug,5,8,3,123,-27.5,151.5,80.3,0.6528455284552845,10,113,34.6,34.6,31,2,1,20.34552845528455,27.3,4.813821138211384,-4.4,8,0,0,0.0,21,65,1723.3999999999999,14.011382113821137,368.59999999999997,2.9967479674796746,10.26422764227642,4.8,21.9,0,4,0
Queensland,2000,May-Sep,5,9,4,153,-27.5,151.5,83.7,0.5470588235294118,11,142,34.6,34.6,31,2,1,21.82875816993464,35.1,5.628758169934641,-4.4,32,10,1,16.3,21,72,2359.1,15.418954248366013,559.0,3.65359477124183,10.288235294117646,4.8,21.9,10,28,10
Queensland,2000,May-Oct,5,10,5,184,-27.5,151.5,110.80000000000001,0.6021739130434783,15,169,34.6,34.6,38,2,1,22.759239130434782,35.1,6.827717391304348,-4.4,58,16,1,30.600000000000005,21,72,2994.5,16.27445652173913,751.1,4.082065217391304,10.803260869565218,4.8,21.9,16,51,16
Queensland,2001,May-Jun,5,6,1,61,-27.5,151.5,4.8,0.07868852459016393,2,59,2.0,2.1999999999999997,44,0,0,21.601639344262292,26.5,6.00655737704918,-4.4,3,0,0,0.0,4,28,845.6999999999999,13.863934426229507,172.80000000000004,2.8327868852459024,11.701639344262297,6.6,17.4,0,0,0
Queensland,2001,May-Jul,5,7,2,92,-27.5,151.5,27.7,0.3010869565217391,4,88,21.8,22.900000000000002,67,1,0,20.91521739130435,26.5,5.317391304347827,-4.4,3,0,0,0.0,9,50,1254.0,13.630434782608695,257.3,2.7967391304347826,11.044565217391305,5.7,17.4,0,0,0
Queensland,2001,May-Aug,5,8,3,123,-27.5,151.5,38.0,0.3089430894308943,6,117,21.8,22.900000000000002,67,1,0,20.926016260162605,26.5,4.7959349593495935,-4.4,3,0,0,0.0,15,73,1820.7,14.802439024390244,385.70000000000005,3.1357723577235777,10.440650406504066,5.2,17.4,0,4,0
Queensland,2001,May-Sep,5,9,4,153,-27.5,151.5,57.39999999999999,0.3751633986928104,9,144,21.8,22.900000000000002,67,1,0,21.580392156862747,27.7,5.579084967320261,-4.4,18,0,0,0.0,15,77,2393.8,15.64575163398693,534.9,3.496078431372549,10.639869281045751,5.2,17.4,0,17,0
Queensland,2001,May-Oct,5,10,5,184,-27.5,151.5,155.0,0.842391304347826,15,169,38.5,74.9,67,4,2,22.467391304347824,33.9,6.6375,-4.4,40,3,0,8.499999999999996,15,77,3101.4,16.855434782608697,741.1,4.027717391304348,10.933695652173913,5.2,18.7,3,39,3
Queensland,2002,May-Jun,5,6,1,61,-27.5,151.5,40.0,0.6557377049180327,5,56,17.8,20.1,24,1,0,21.421311475409837,27.7,6.108196721311476,-3.4,8,0,0,0.0,6,26,836.8000000000001,13.718032786885248,182.6,2.9934426229508198,10.975409836065573,5.6,19.7,0,4,0
Queensland,2002,May-Jul,5,7,2,92,-27.5,151.5,40.0,0.43478260869565216,5,87,17.8,20.1,44,1,0,21.00978260869565,27.7,4.040217391304348,-4.6,8,0,0,0.0,22,56,1310.9999999999998,14.249999999999998,274.79999999999995,2.98695652173913,9.71304347826087,4.0,19.7,0,4,0
Queensland,2002,May-Aug,5,8,3,123,-27.5,151.5,92.0,0.7479674796747967,10,113,26.2,51.3,64,3,0,21.024390243902438,27.7,4.391869918699186,-4.6,11,0,0,0.0,28,70,1802.8999999999999,14.657723577235771,383.99999999999994,3.121951219512195,9.813008130081299,4.0,19.7,0,8,0
Queensland,2002,May-Sep,5,9,4,153,-27.5,151.5,97.5,0.6372549019607843,12,141,26.2,51.3,64,3,0,22.118954248366013,33.9,5.231372549019609,-4.6,29,7,0,14.3,28,75,2432.7999999999997,15.90065359477124,556.8,3.6392156862745093,10.063398692810457,4.0,19.7,7,28,7
Queensland,2002,May-Oct,5,10,5,184,-27.5,151.5,112.6,0.6119565217391304,14,170,26.2,51.3,64,4,0,23.45434782608696,38.8,6.4195652173913045,-4.6,56,22,5,72.4,28,77,3186.2999999999997,17.316847826086956,797.8,4.335869565217391,10.482608695652173,4.0,19.7,22,55,22
Queensland,2003,May-Jun,5,6,1,61,-27.5,151.5,111.10000000000001,1.8213114754098363,8,53,44.199999999999996,46.5,20,4,1,21.2,30.4,7.445901639344262,-2.1,4,1,0,0.3999999999999986,4,16,819.9000000000001,13.440983606557378,160.8,2.636065573770492,12.365573770491805,6.9,19.3,1,1,1
Queensland,2003,May-Jul,5,7,2,92,-27.5,151.5,131.7,1.4315217391304347,14,78,44.199999999999996,46.5,20,5,1,20.228260869565215,30.4,6.253260869565218,-5.0,4,1,0,0.3999999999999986,12,33,1237.2,13.447826086956523,232.6,2.528260869565217,11.71086956521739,5.8,19.3,1,1,1
Queensland,2003,May-Aug,5,8,3,123,-27.5,151.5,147.4,1.1983739837398375,17,106,44.199999999999996,46.5,20,5,1,20.43170731707317,30.4,6.008943089430893,-5.4,8,1,0,0.3999999999999986,18,46,1723.2,14.009756097560976,334.79999999999995,2.721951219512195,11.469105691056912,5.5,19.3,1,2,1
Queensland,2003,May-Sep,5,9,4,153,-27.5,151.5,151.79999999999998,0.992156862745098,18,135,44.199999999999996,46.5,33,5,1,21.806535947712415,34.7,6.349673202614379,-5.4,30,11,0,22.800000000000008,19,55,2412.8,15.769934640522877,532.0,3.477124183006536,11.16862745098039,4.6,19.3,10,25,10
Queensland,2003,May-Oct,5,10,5,184,-27.5,151.5,239.5,1.3016304347826086,31,153,44.199999999999996,52.599999999999994,33,8,1,22.43152173913043,34.7,7.115760869565219,-5.4,46,17,0,30.500000000000004,19,56,3075.9,16.71684782608696,700.8,3.808695652173913,11.51141304347826,4.6,20.4,13,39,13
Queensland,2004,May-Jun,5,6,1,61,-27.5,151.5,8.5,0.13934426229508196,2,59,5.5,5.5,26,0,0,21.685245901639348,26.5,4.898360655737706,-3.8,3,0,0,0.0,11,31,853.0999999999999,13.985245901639344,172.5,2.8278688524590163,10.754098360655737,4.9,18.3,0,0,0
Queensland,2004,May-Jul,5,7,2,92,-27.5,151.5,18.700000000000003,0.2032608695652174,3,89,9.3,9.3,45,0,0,21.156521739130437,26.5,4.0641304347826095,-4.6,6,0,0,0.0,23,53,1273.2,13.839130434782609,259.29999999999995,2.818478260869565,10.31086956521739,4.9,18.3,0,1,0
Queensland,2004,May-Aug,5,8,3,123,-27.5,151.5,45.900000000000006,0.3731707317073171,6,117,14.0,14.0,45,1,0,21.22113821138211,28.2,3.909756097560976,-4.6,14,0,0,0.0,31,71,1823.1,14.821951219512194,387.0,3.1463414634146343,9.991869918699187,4.9,18.3,0,5,0
Queensland,2004,May-Sep,5,9,4,153,-27.5,151.5,70.10000000000001,0.4581699346405229,11,142,14.9,17.3,45,1,0,21.916339869281046,32.9,4.583660130718955,-4.6,28,5,0,8.299999999999997,32,82,2465.1,16.11176470588235,538.7,3.520915032679739,10.35424836601307,4.9,18.3,5,22,5
Queensland,2004,May-Oct,5,10,5,184,-27.5,151.5,106.10000000000001,0.5766304347826088,16,168,25.1,34.8,45,2,0,23.223369565217393,37.5,5.9728260869565215,-4.6,55,18,5,55.4,32,82,3186.0,17.315217391304348,762.1999999999999,4.142391304347826,10.87445652173913,4.9,21.6,17,47,17
Queensland,2005,May-Jun,5,6,1,61,-27.5,151.5,109.79999999999998,1.7999999999999998,9,52,38.2,62.199999999999996,30,3,2,21.75901639344262,28.4,7.518032786885246,0.1,7,0,0,0.0,0,22,783.2,12.839344262295082,178.50000000000003,2.926229508196722,12.173770491803277,6.9,17.9,0,2,0
Queensland,2005,May-Jul,5,7,2,92,-27.5,151.5,111.3,1.2097826086956522,9,83,38.2,62.199999999999996,31,3,2,21.17717391304348,28.4,6.777173913043476,-0.6,7,0,0,0.0,1,37,1211.3000000000002,13.166304347826088,261.4,2.8413043478260867,11.765217391304349,6.9,17.9,0,2,0
Queensland,2005,May-Aug,5,8,3,123,-27.5,151.5,120.0,0.975609756097561,10,113,38.2,62.199999999999996,35,3,2,21.129268292682926,28.4,6.017073170731707,-4.0,8,0,0,0.0,6,59,1758.1000000000001,14.293495934959351,370.6,3.013008130081301,11.26341463414634,5.3,17.9,0,3,0
Queensland,2005,May-Sep,5,9,4,153,-27.5,151.5,135.1,0.8830065359477124,15,138,38.2,62.199999999999996,35,3,2,22.062091503267975,30.9,6.666666666666667,-4.0,28,1,0,0.8999999999999986,6,64,2375.5,15.526143790849673,522.5,3.415032679738562,11.409150326797384,5.3,17.9,1,13,1
Queensland,2005,May-Oct,5,10,5,184,-27.5,151.5,222.89999999999998,1.2114130434782608,25,159,38.2,62.199999999999996,35,6,2,23.398369565217394,37.6,8.00054347826087,-4.0,53,20,4,58.3,6,64,3058.2,16.620652173913044,732.5,3.9809782608695654,12.054891304347828,5.3,21.8,16,32,16
Queensland,2006,May-Jun,5,6,1,61,-27.5,151.5,23.4,0.3836065573770492,4,57,14.0,14.0,21,1,0,21.649180327868855,27.2,4.691803278688524,-3.7,5,0,0,0.0,12,35,883.7,14.48688524590164,186.99999999999997,3.065573770491803,10.159016393442622,4.6,16.0,0,1,0
Queensland,2006,May-Jul,5,7,2,92,-27.5,151.5,57.4,0.6239130434782608,10,82,15.8,18.099999999999998,21,2,0,20.944565217391304,27.2,4.3826086956521735,-5.8,5,0,0,0.0,18,55,1267.0000000000002,13.771739130434785,262.8,2.856521739130435,10.084782608695651,4.4,16.0,0,1,0
Queensland,2006,May-Aug,5,8,3,123,-27.5,151.5,77.3,0.6284552845528455,14,109,15.8,18.099999999999998,26,2,0,21.41869918699187,29.8,4.266666666666667,-5.8,13,0,0,0.0,21,77,1816.9,14.771544715447154,382.69999999999993,3.1113821138211377,9.801626016260162,4.4,16.0,0,5,0
Queensland,2006,May-Sep,5,9,4,153,-27.5,151.5,113.0,0.738562091503268,18,135,28.0,28.0,26,4,0,22.098039215686274,30.9,5.340522875816994,-5.8,30,3,0,1.5999999999999979,21,78,2452.3,16.0281045751634,528.0999999999999,3.451633986928104,10.413071895424835,4.4,18.2,3,20,3
Queensland,2006,May-Oct,5,10,5,184,-27.5,151.5,116.0,0.6304347826086957,19,165,28.0,28.0,26,4,0,23.252717391304348,33.8,6.604347826086957,-5.8,58,17,0,26.59999999999999,21,78,3233.5,17.57336956521739,744.8000000000001,4.047826086956522,10.828804347826086,4.4,18.2,17,48,17
Queensland,2007,May-Jun,5,6,1,61,-27.5,151.5,78.1,1.2803278688524589,9,52,30.799999999999997,35.0,20,4,0,20.94590163934426,32.0,8.181967213114756,-1.1,15,2,0,3.1000000000000014,3,16,739.8,12.127868852459015,174.20000000000002,2.8557377049180332,12.327868852459016,6.1,17.4,2,2,2
Queensland,2007,May-Jul,5,7,2,92,-27.5,151.5,78.1,0.8489130434782608,9,83,30.799999999999997,35.0,34,4,0,19.946739130434782,32.0,5.910869565217392,-4.9,15,2,0,3.1000000000000014,13,43,1182.3,12.851086956521739,264.90000000000003,2.8793478260869567,10.82608695652174,4.9,17.4,2,2,2
Queensland,2007,May-Aug,5,8,3,123,-27.5,151.5,167.29999999999998,1.3601626016260162,17,106,52.1,73.39999999999999,50,7,1,20.239024390243905,32.0,6.163414634146342,-4.9,21,2,0,3.1000000000000014,17,52,1642.3000000000002,13.352032520325205,371.09999999999997,3.017073170731707,10.86260162601626,4.9,17.4,2,4,2
Queensland,2007,May-Sep,5,9,4,153,-27.5,151.5,197.0,1.2875816993464053,21,132,52.1,73.39999999999999,50,8,1,21.079738562091503,32.0,6.595424836601308,-4.9,35,5,0,5.100000000000001,17,55,2241.5,14.65032679738562,527.0999999999999,3.4450980392156856,11.001307189542482,4.9,18.0,5,19,5
Queensland,2007,May-Oct,5,10,5,184,-27.5,151.5,275.29999999999995,1.4961956521739128,28,156,52.1,73.39999999999999,50,10,3,22.519565217391307,34.7,7.768478260869566,-4.9,64,22,0,42.00000000000001,17,55,2975.0,16.168478260869566,742.1999999999999,4.033695652173913,11.56413043478261,4.9,22.5,19,43,19
Queensland,2008,May-Jun,5,6,1,61,-27.5,151.5,19.2,0.3147540983606557,6,55,11.9,15.5,30,0,0,22.188524590163933,25.8,5.972131147540983,-2.2,7,0,0,0.0,6,25,791.5999999999999,12.977049180327867,166.4,2.7278688524590167,11.599999999999998,5.5,17.3,0,0,0
Queensland,2008,May-Jul,5,7,2,92,-27.5,151.5,85.69999999999999,0.9315217391304347,14,78,26.799999999999997,40.099999999999994,30,4,0,20.878260869565214,25.8,5.61195652173913,-2.2,8,0,0,0.0,11,44,1154.7000000000003,12.551086956521742,240.4,2.61304347826087,11.15,5.5,17.3,0,0,0
Queensland,2008,May-Aug,5,8,3,123,-27.5,151.5,99.49999999999999,0.8089430894308942,16,107,26.799999999999997,40.099999999999994,30,5,0,20.49593495934959,26.4,4.855284552845529,-3.5,10,0,0,0.0,21,68,1673.6000000000001,13.606504065040651,348.3,2.831707317073171,10.491869918699187,5.0,17.3,0,1,0
Queensland,2008,May-Sep,5,9,4,153,-27.5,151.5,152.8,0.9986928104575165,23,130,26.799999999999997,40.099999999999994,30,7,0,21.347058823529416,33.6,5.956209150326797,-3.5,22,4,0,6.099999999999998,21,72,2256.9,14.750980392156864,488.8,3.1947712418300656,11.087581699346407,5.0,17.8,3,10,3
Queensland,2008,May-Oct,5,10,5,184,-27.5,151.5,172.39999999999998,0.9369565217391304,27,157,26.799999999999997,40.099999999999994,30,8,0,22.419565217391302,34.2,6.942391304347827,-3.5,48,13,0,23.2,21,74,2993.4,16.268478260869564,690.1999999999999,3.7510869565217386,11.434239130434781,5.0,17.8,12,34,12
