protocol,fold,forecast_window,feature_set,model,target,task,metric,value,n_test,threshold
time_split,primary,May-Jun,full_operational,LightGBMClassifier,low_yield_risk,classification,F1,0.30656934306569344,149,0.02840589747104375
time_split,primary,May-Jun,full_operational,LightGBMClassifier,low_yield_risk,classification,Recall,0.7777777777777778,149,0.02840589747104375
time_split,primary,May-Jun,full_operational,LightGBMClassifier,low_yield_risk,classification,Precision,0.19090909090909092,149,0.02840589747104375
time_split,primary,May-Jun,full_operational,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.3624161073825503,149,0.02840589747104375
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.47662416514875533,149,0.10948556814754974
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.16425256249628034,149,0.10948556814754974
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,Brier,0.19076678183171064,149,0.10948556814754974
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,F1,0.3125,149,0.10948556814754974
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,Recall,0.7407407407407407,149,0.10948556814754974
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,Precision,0.19801980198019803,149,0.10948556814754974
time_split,primary,May-Jun,full_operational,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.40939597315436244,149,0.10948556814754974
time_split,primary,May-Jul,identity_time_only,Ridge,yield_t_ha,regression,MAE,0.6851650971839006,149,
time_split,primary,May-Jul,identity_time_only,Ridge,yield_t_ha,regression,RMSE,1.0054199027066462,149,
time_split,primary,May-Jul,identity_time_only,Ridge,yield_t_ha,regression,R2,0.36908582256124556,149,
time_split,primary,May-Jul,identity_time_only,ElasticNet,yield_t_ha,regression,MAE,0.6924388798821685,149,
time_split,primary,May-Jul,identity_time_only,ElasticNet,yield_t_ha,regression,RMSE,1.0219321904323593,149,
time_split,primary,May-Jul,identity_time_only,ElasticNet,yield_t_ha,regression,R2,0.3481922955940485,149,
time_split,primary,May-Jul,identity_time_only,LightGBM,yield_t_ha,regression,MAE,0.6273298807549812,149,
time_split,primary,May-Jul,identity_time_only,LightGBM,yield_t_ha,regression,RMSE,0.855534711152426,149,
time_split,primary,May-Jul,identity_time_only,LightGBM,yield_t_ha,regression,R2,0.543174224767377,149,
time_split,primary,May-Jul,identity_time_only,CatBoost,yield_t_ha,regression,MAE,0.6190362032817508,149,
time_split,primary,May-Jul,identity_time_only,CatBoost,yield_t_ha,regression,RMSE,0.8575701401396568,149,
time_split,primary,May-Jul,identity_time_only,CatBoost,yield_t_ha,regression,R2,0.5409979424631546,149,
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,ROC_AUC,0.3715846994535519,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,PR_AUC,0.14071824097400112,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,Brier,0.3968966032959179,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,F1,0.2814814814814815,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,Recall,0.7037037037037037,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,Precision,0.17592592592592593,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LogisticRegression,low_yield_risk,classification,Accuracy,0.348993288590604,149,0.6722042046397662
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,ROC_AUC,0.6259866423800851,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,PR_AUC,0.32694083938669366,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,Brier,0.14654430860133158,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,F1,0.35294117647058826,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,Recall,0.3333333333333333,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,Precision,0.375,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.7785234899328859,149,0.2770245340368433
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.6032179720704312,149,0.18340352207154317
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.2951264973101387,149,0.18340352207154317
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,Brier,0.14450095798668458,149,0.18340352207154317
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,F1,0.34210526315789475,149,0.18340352207154317
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,Recall,0.48148148148148145,149,0.18340352207154317
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,Precision,0.2653061224489796,149,0.18340352207154317
time_split,primary,May-Jul,identity_time_only,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.6644295302013423,149,0.18340352207154317
time_split,primary,May-Jul,weather_stage_only,Ridge,yield_t_ha,regression,MAE,0.6334934054891468,149,
time_split,primary,May-Jul,weather_stage_only,Ridge,yield_t_ha,regression,RMSE,0.9445751203265406,149,
time_split,primary,May-Jul,weather_stage_only,Ridge,yield_t_ha,regression,R2,0.44313703535127846,149,
time_split,primary,May-Jul,weather_stage_only,ElasticNet,yield_t_ha,regression,MAE,0.6382123776398414,149,
time_split,primary,May-Jul,weather_stage_only,ElasticNet,yield_t_ha,regression,RMSE,0.9655799581676499,149,
time_split,primary,May-Jul,weather_stage_only,ElasticNet,yield_t_ha,regression,R2,0.41809536517343915,149,
time_split,primary,May-Jul,weather_stage_only,LightGBM,yield_t_ha,regression,MAE,0.6852596883091722,149,
time_split,primary,May-Jul,weather_stage_only,LightGBM,yield_t_ha,regression,RMSE,1.0507317556245492,149,
time_split,primary,May-Jul,weather_stage_only,LightGBM,yield_t_ha,regression,R2,0.31093681634210724,149,
time_split,primary,May-Jul,weather_stage_only,CatBoost,yield_t_ha,regression,MAE,0.6756778079265789,149,
time_split,primary,May-Jul,weather_stage_only,CatBoost,yield_t_ha,regression,RMSE,1.0024323320229689,149,
time_split,primary,May-Jul,weather_stage_only,CatBoost,yield_t_ha,regression,R2,0.37282973142269316,149,
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,ROC_AUC,0.6193078324225865,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,PR_AUC,0.4211736667364516,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,Brier,0.2640801527170062,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,F1,0.2823529411764706,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,Recall,0.4444444444444444,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,Precision,0.20689655172413793,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LogisticRegression,low_yield_risk,classification,Accuracy,0.5906040268456376,149,0.5244171718556039
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,ROC_AUC,0.6745598057073467,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,PR_AUC,0.38987776460523504,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,Brier,0.14655815257047006,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,F1,0.35,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,Recall,0.7777777777777778,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,Precision,0.22580645161290322,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.47651006711409394,149,0.05224111613531758
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.6879174256223437,149,0.07010101846616829
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.4121591882793181,149,0.07010101846616829
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,Brier,0.14897714187428027,149,0.07010101846616829
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,F1,0.33783783783783783,149,0.07010101846616829
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,Recall,0.9259259259259259,149,0.07010101846616829
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,Precision,0.2066115702479339,149,0.07010101846616829
time_split,primary,May-Jul,weather_stage_only,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.3422818791946309,149,0.07010101846616829
time_split,primary,May-Jul,weather_plus_anomaly,Ridge,yield_t_ha,regression,MAE,0.6740073236644205,149,
time_split,primary,May-Jul,weather_plus_anomaly,Ridge,yield_t_ha,regression,RMSE,1.0012170380901433,149,
time_split,primary,May-Jul,weather_plus_anomaly,Ridge,yield_t_ha,regression,R2,0.37434950323269256,149,
time_split,primary,May-Jul,weather_plus_anomaly,ElasticNet,yield_t_ha,regression,MAE,0.6642889363385945,149,
time_split,primary,May-Jul,weather_plus_anomaly,ElasticNet,yield_t_ha,regression,RMSE,0.9917267447951618,149,
time_split,primary,May-Jul,weather_plus_anomaly,ElasticNet,yield_t_ha,regression,R2,0.38615406892264736,149,
time_split,primary,May-Jul,weather_plus_anomaly,LightGBM,yield_t_ha,regression,MAE,0.687429928403291,149,
time_split,primary,May-Jul,weather_plus_anomaly,LightGBM,yield_t_ha,regression,RMSE,1.0590415407335307,149,
time_split,primary,May-Jul,weather_plus_anomaly,LightGBM,yield_t_ha,regression,R2,0.2999947104129066,149,
time_split,primary,May-Jul,weather_plus_anomaly,CatBoost,yield_t_ha,regression,MAE,0.6937111715915277,149,
time_split,primary,May-Jul,weather_plus_anomaly,CatBoost,yield_t_ha,regression,RMSE,1.016974855964332,149,
time_split,primary,May-Jul,weather_plus_anomaly,CatBoost,yield_t_ha,regression,R2,0.35450072109806186,149,
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,ROC_AUC,0.5279295689131754,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,PR_AUC,0.20319521755452272,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,Brier,0.3366805853931134,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,F1,0.3018867924528302,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,Recall,0.5925925925925926,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,Precision,0.20253164556962025,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LogisticRegression,low_yield_risk,classification,Accuracy,0.5033557046979866,149,0.3761830977185127
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,ROC_AUC,0.6405585913782634,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,PR_AUC,0.24051275889779544,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,Brier,0.1961916835414851,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,F1,0.4074074074074074,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,Recall,0.8148148148148148,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,Precision,0.2716049382716049,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.5704697986577181,149,0.07061842360441418
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.6599878567091683,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.3417927048101835,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,Brier,0.17980725754233964,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,F1,0.3877551020408163,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,Recall,0.7037037037037037,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,Precision,0.2676056338028169,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_anomaly,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.5973154362416108,149,0.3019851854599685
time_split,primary,May-Jul,weather_plus_soil,Ridge,yield_t_ha,regression,MAE,0.6275396631578994,149,
time_split,primary,May-Jul,weather_plus_soil,Ridge,yield_t_ha,regression,RMSE,0.9359561392795682,149,
time_split,primary,May-Jul,weather_plus_soil,Ridge,yield_t_ha,regression,R2,0.45325310505908756,149,
time_split,primary,May-Jul,weather_plus_soil,ElasticNet,yield_t_ha,regression,MAE,0.6270063737502425,149,
time_split,primary,May-Jul,weather_plus_soil,ElasticNet,yield_t_ha,regression,RMSE,0.9411321134610203,149,
time_split,primary,May-Jul,weather_plus_soil,ElasticNet,yield_t_ha,regression,R2,0.447189203760043,149,
time_split,primary,May-Jul,weather_plus_soil,LightGBM,yield_t_ha,regression,MAE,0.6827263064431587,149,
time_split,primary,May-Jul,weather_plus_soil,LightGBM,yield_t_ha,regression,RMSE,1.058392789114245,149,
time_split,primary,May-Jul,weather_plus_soil,LightGBM,yield_t_ha,regression,R2,0.30085207143506587,149,
time_split,primary,May-Jul,weather_plus_soil,CatBoost,yield_t_ha,regression,MAE,0.642893962192789,149,
time_split,primary,May-Jul,weather_plus_soil,CatBoost,yield_t_ha,regression,RMSE,0.9442553452601729,149,
time_split,primary,May-Jul,weather_plus_soil,CatBoost,yield_t_ha,regression,R2,0.44351401066159246,149,
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,ROC_AUC,0.6193078324225866,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,PR_AUC,0.4237270761323033,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,Brier,0.27252886300353213,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,F1,0.3364485981308411,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,Recall,0.6666666666666666,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,Precision,0.225,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LogisticRegression,low_yield_risk,classification,Accuracy,0.5234899328859061,149,0.35184040228592234
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,ROC_AUC,0.6870066788099575,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,PR_AUC,0.40747017745849917,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,Brier,0.1469680264166111,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,F1,0.34532374100719426,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,Recall,0.8888888888888888,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,Precision,0.21428571428571427,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.38926174496644295,149,0.03262494674288752
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.6636308439587129,149,0.11376395853357082
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.34170319248563763,149,0.11376395853357082
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,Brier,0.1719920249525295,149,0.11376395853357082
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,F1,0.3787878787878788,149,0.11376395853357082
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,Recall,0.9259259259259259,149,0.11376395853357082
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,Precision,0.23809523809523808,149,0.11376395853357082
time_split,primary,May-Jul,weather_plus_soil,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.44966442953020136,149,0.11376395853357082
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,Ridge,yield_t_ha,regression,MAE,0.6741552230167471,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,Ridge,yield_t_ha,regression,RMSE,1.0014030112978665,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,Ridge,yield_t_ha,regression,R2,0.37411705605769763,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,ElasticNet,yield_t_ha,regression,MAE,0.6605534006148488,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,ElasticNet,yield_t_ha,regression,RMSE,0.9850342408294235,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,ElasticNet,yield_t_ha,regression,R2,0.3944109899121514,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBM,yield_t_ha,regression,MAE,0.6932270239902264,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBM,yield_t_ha,regression,RMSE,1.0574218681773002,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBM,yield_t_ha,regression,R2,0.3021342154763096,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoost,yield_t_ha,regression,MAE,0.6689432539830402,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoost,yield_t_ha,regression,RMSE,0.961819820617607,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoost,yield_t_ha,regression,R2,0.42261861804555234,149,
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,ROC_AUC,0.521250758955677,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,PR_AUC,0.1907079105658563,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,Brier,0.33742396866368873,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,F1,0.3018867924528302,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,Recall,0.5925925925925926,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,Precision,0.20253164556962025,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LogisticRegression,low_yield_risk,classification,Accuracy,0.5033557046979866,149,0.3807242954603139
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,ROC_AUC,0.6536126290224651,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,PR_AUC,0.28872334194221794,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,Brier,0.18197491997628637,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,F1,0.3655913978494624,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,Recall,0.6296296296296297,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,Precision,0.25757575757575757,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.6040268456375839,149,0.11757668635932426
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.6545233758348512,149,0.3120324133297669
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.33158913734876283,149,0.3120324133297669
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,Brier,0.18254933281356228,149,0.3120324133297669
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,F1,0.3877551020408163,149,0.3120324133297669
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,Recall,0.7037037037037037,149,0.3120324133297669
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,Precision,0.2676056338028169,149,0.3120324133297669
time_split,primary,May-Jul,weather_anomaly_soil_no_lag,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.5973154362416108,149,0.3120324133297669
time_split,primary,May-Jul,lag_yield_only,Ridge,yield_t_ha,regression,MAE,0.5909066538095353,149,
time_split,primary,May-Jul,lag_yield_only,Ridge,yield_t_ha,regression,RMSE,0.8078947767539951,149,
time_split,primary,May-Jul,lag_yield_only,Ridge,yield_t_ha,regression,R2,0.5926338568497613,149,
time_split,primary,May-Jul,lag_yield_only,ElasticNet,yield_t_ha,regression,MAE,0.5922311724784769,149,
time_split,primary,May-Jul,lag_yield_only,ElasticNet,yield_t_ha,regression,RMSE,0.8049328179680206,149,
time_split,primary,May-Jul,lag_yield_only,ElasticNet,yield_t_ha,regression,R2,0.595615408157687,149,
time_split,primary,May-Jul,lag_yield_only,LightGBM,yield_t_ha,regression,MAE,0.6169334432950075,149,
time_split,primary,May-Jul,lag_yield_only,LightGBM,yield_t_ha,regression,RMSE,0.8263626436261627,149,
time_split,primary,May-Jul,lag_yield_only,LightGBM,yield_t_ha,regression,R2,0.5737968224265425,149,
time_split,primary,May-Jul,lag_yield_only,CatBoost,yield_t_ha,regression,MAE,0.5927607418045674,149,
time_split,primary,May-Jul,lag_yield_only,CatBoost,yield_t_ha,regression,RMSE,0.8001539110049523,149,
time_split,primary,May-Jul,lag_yield_only,CatBoost,yield_t_ha,regression,R2,0.600402837863486,149,
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,ROC_AUC,0.4429265330904675,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,PR_AUC,0.16036241333904688,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,Brier,0.4036820914157422,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,F1,0.1590909090909091,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,Recall,0.25925925925925924,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,Precision,0.11475409836065574,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LogisticRegression,low_yield_risk,classification,Accuracy,0.5033557046979866,149,0.7020134182659582
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,ROC_AUC,0.5159380692167578,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,PR_AUC,0.19735555692658768,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,Brier,0.16723103493944663,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,F1,0.05555555555555555,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,Recall,0.037037037037037035,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,Precision,0.1111111111111111,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,LightGBMClassifier,low_yield_risk,classification,Accuracy,0.7718120805369127,149,0.14396876280553744
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,ROC_AUC,0.45780206435944143,149,0.30098005616246026
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,PR_AUC,0.17206859020764886,149,0.30098005616246026
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,Brier,0.15885245337448806,149,0.30098005616246026
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,F1,0.05555555555555555,149,0.30098005616246026
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,Recall,0.037037037037037035,149,0.30098005616246026
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,Precision,0.1111111111111111,149,0.30098005616246026
time_split,primary,May-Jul,lag_yield_only,CatBoostClassifier,low_yield_risk,classification,Accuracy,0.7718120805369127,149,0.30098005616246026
time_split,primary,May-Jul,full_operational,Ridge,yield_t_ha,regression,MAE,0.5298376071396548,149,
time_split,primary,May-Jul,full_operational,Ridge,yield_t_ha,regression,RMSE,0.7199137830502308,149,
time_split,primary,May-Jul,full_operational,Ridge,yield_t_ha,regression,R2,0.6765282877508401,149,
time_split,primary,May-Jul,full_operational,ElasticNet,yield_t_ha,regression,MAE,0.5146227792386395,149,
time_split,primary,May-Jul,full_operational,ElasticNet,yield_t_ha,regression,RMSE,0.7016292896596281,149,
time_split,primary,May-Jul,full_operational,ElasticNet,yield_t_ha,regression,R2,0.6927508065379347,149,
time_split,primary,May-Jul,full_operational,LightGBM,yield_t_ha,regression,MAE,0.5966305213463752,149,
time_split,primary,May-Jul,full_operational,LightGBM,yield_t_ha,regression,RMSE,0.8587168703596734,149,
time_split,primary,May-Jul,full_operational,LightGBM,yield_t_ha,regression,R2,0.5397695800924294,149,
time_split,primary,May-Jul,full_operational,CatBoost,yield_t_ha,regression,MAE,0.6036501097811146,149,
time_split,primary,May-Jul,full_operational,CatBoost,yield_t_ha,regression,RMSE,0.8655953529735553,149,
time_split,primary,May-Jul,full_operational,CatBoost,yield_t_ha,regression,R2,0.5323669869364438,149,
