season,year_start,region,crop,area_000ha,production_kt,yield_t_ha
1991-92,1991,Tasmania,Canola,0.059,0.055,0.9322033898305085
1992-93,1992,Tasmania,Canola,0.093,0.129,1.3870967741935485
1993-94,1993,Tasmania,Canola,0.15,0.194,1.2933333333333334
1994-95,1994,Tasmania,Canola,0.209,0.152,0.7272727272727273
1995-96,1995,Tasmania,Canola,0.147,0.205,1.3945578231292517
1996-97,1996,Tasmania,Canola,0.027,0.031,1.1481481481481481
1997-98,1997,Tasmania,Canola,0.115,0.126,1.0956521739130434
1998-99,1998,Tasmania,Canola,0.83,1.198,1.4433734939759035
1999-00,1999,Tasmania,Canola,0.881,1.521,1.7264472190692395
2000-01,2000,Tasmania,Canola,0.303,0.438,1.4455445544554455
2001-02,2001,Tasmania,Canola,0.545,0.997,1.8293577981651374
2002-03,2002,Tasmania,Canola,0.255,0.477,1.8705882352941174
2003-04,2003,Tasmania,Canola,0.135,0.201,1.488888888888889
2004-05,2004,Tasmania,Canola,0.605,1.174,1.940495867768595
2005-06,2005,Tasmania,Canola,0.892,1.359,1.5235426008968609
2006-07,2006,Tasmania,Canola,0.892,0.443,0.4966367713004484
2007-08,2007,Tasmania,Canola,0.808,1.149,1.422029702970297
2008-09,2008,Tasmania,Canola,1.662,2.063,1.2412755716004815
2009-10,2009,Tasmania,Canola,1.252,2.197,1.7547923322683707
2010-11,2010,Tasmania,Canola,0.71,1.065,1.5
2011-12,2011,Tasmania,Canola,0.714,0.784,1.0980392156862746
2012-13,2012,Tasmania,Canola,0.556,0.851,1.5305755395683451
2013-14,2013,Tasmania,Canola,1.244,2.543,2.044212218649518
2014-15,2014,Tasmania,Canola,1.13,1.821,1.611504424778761
2015-16,2015,Tasmania,Canola,0.983,1.983,2.017293997965412
2016-17,2016,Tasmania,Canola,1.316,2.852,2.167173252279635
2017-18,2017,Tasmania,Canola,1.374,3.519,2.561135371179039
2018-19,2018,Tasmania,Canola,0.928,2.686,2.894396551724138
2019-20,2019,Tasmania,Canola,0.648,1.748,2.697530864197531
2020-21,2020,Tasmania,Canola,1.324,4.303,3.25
2021-22,2021,Tasmania,Canola,3.601,9.799,2.721188558733685
1989-90,1989,Tasmania,Lupins,0.703,0.863,1.2275960170697013
1990-91,1990,Tasmania,Lupins,0.697,1.052,1.5093256814921092
1991-92,1991,Tasmania,Lupins,0.727,1.126,1.5488308115543328
1992-93,1992,Tasmania,Lupins,0.436,0.761,1.7454128440366974
1993-94,1993,Tasmania,Lupins,0.664,0.951,1.4322289156626504
1994-95,1994,Tasmania,Lupins,0.526,0.336,0.6387832699619772
1995-96,1995,Tasmania,Lupins,0.255,0.291,1.1411764705882352
2002-03,2002,Tasmania,Lupins,0.45,0.5,1.1111111111111112
2003-04,2003,Tasmania,Lupins,1.5,1.0,0.6666666666666666
2004-05,2004,Tasmania,Lupins,0.3,1.0,3.3333333333333335
2005-06,2005,Tasmania,Lupins,0.356,0.957,2.688202247191011
2006-07,2006,Tasmania,Lupins,0.289,0.387,1.3391003460207613
2007-08,2007,Tasmania,Lupins,0.234,0.555,2.371794871794872
2010-11,2010,Tasmania,Lupins,0.101,0.205,2.0297029702970293
2011-12,2011,Tasmania,Lupins,0.108,0.059,0.5462962962962963
2015-16,2015,Tasmania,Lupins,0.017,0.032,1.8823529411764706
2016-17,2016,Tasmania,Lupins,0.081,0.088,1.0864197530864197
2017-18,2017,Tasmania,Lupins,0.441,0.94,2.131519274376417
2018-19,2018,Tasmania,Lupins,0.18,0.435,2.416666666666667
2019-20,2019,Tasmania,Lupins,0.363,2.012,5.542699724517907
2020-21,2020,Tasmania,Lupins,0.039,0.069,1.7692307692307694
1989-90,1989,Tasmania,Oats,7.6,12.8,1.6842105263157896
1990-91,1990,Tasmania,Oats,9.3,18.8,2.021505376344086
1991-92,1991,Tasmania,Oats,9.1,18.6,2.0439560439560442
1992-93,1992,Tasmania,Oats,9.2,19.0,2.065217391304348
1993-94,1993,Tasmania,Oats,6.651,12.744,1.916102841677943
1994-95,1994,Tasmania,Oats,8.316,11.287,1.3572631072631072
1995-96,1995,Tasmania,Oats,10.069,18.445,1.831860164862449
1996-97,1996,Tasmania,Oats,8.111,13.983,1.7239551226729133
1997-98,1997,Tasmania,Oats,7.974,14.898,1.8683220466516177
1998-99,1998,Tasmania,Oats,7.961,14.402,1.809069212410501
1999-00,1999,Tasmania,Oats,6.27,9.731,1.5519936204146731
2000-01,2000,Tasmania,Oats,6.615,12.616,1.9071806500377928
2001-02,2001,Tasmania,Oats,5.641,11.933,2.1154050700230456
2002-03,2002,Tasmania,Oats,3.854,7.453,1.9338349766476388
2003-04,2003,Tasmania,Oats,4.078,6.619,1.6230995586071602
2004-05,2004,Tasmania,Oats,4.048,9.096,2.2470355731225298
2005-06,2005,Tasmania,Oats,4.28,8.491,1.983878504672897
2006-07,2006,Tasmania,Oats,3.565,3.43,0.9621318373071529
2007-08,2007,Tasmania,Oats,4.23,7.856,1.8572104018912527
2008-09,2008,Tasmania,Oats,3.742,6.481,1.7319615179048637
2009-10,2009,Tasmania,Oats,3.656,6.621,1.8109956236323852
2010-11,2010,Tasmania,Oats,3.367,6.956,2.065934065934066
2011-12,2011,Tasmania,Oats,3.425,7.624,2.225985401459854
2012-13,2012,Tasmania,Oats,3.665,7.393,2.01718963165075
2013-14,2013,Tasmania,Oats,4.318,11.697,2.7088930060213063
2014-15,2014,Tasmania,Oats,3.647,6.287,1.72388264326844
2015-16,2015,Tasmania,Oats,1.875,4.496,2.397866666666667
2016-17,2016,Tasmania,Oats,2.624,5.254,2.0022865853658534
2017-18,2017,Tasmania,Oats,2.714,6.036,2.224023581429624
2018-19,2018,Tasmania,Oats,2.254,5.063,2.2462289263531496
2019-20,2019,Tasmania,Oats,2.371,2.797,1.1796710248840152
2020-21,2020,Tasmania,Oats,2.404,7.221,3.0037437603993347
2021-22,2021,Tasmania,Oats,1.948,6.577,3.3762833675564683
1989-90,1989,Tasmania,Wheat,0.8,2.7,3.375
1990-91,1990,Tasmania,Wheat,0.6,2.4,4.0
1991-92,1991,Tasmania,Wheat,1.2,3.2,2.666666666666667
1992-93,1992,Tasmania,Wheat,1.5,5.5,3.6666666666666665
1993-94,1993,Tasmania,Wheat,1.6,5.3,3.3124999999999996
1994-95,1994,Tasmania,Wheat,1.3,2.8,2.1538461538461537
1995-96,1995,Tasmania,Wheat,1.1,4.1,3.7272727272727266
1996-97,1996,Tasmania,Wheat,1.9,7.5,3.947368421052632
1997-98,1997,Tasmania,Wheat,2.8,11.7,4.178571428571429
1998-99,1998,Tasmania,Wheat,4.0,17.5,4.375
1999-00,1999,Tasmania,Wheat,6.3,19.8,3.1428571428571432
2000-01,2000,Tasmania,Wheat,6.6,25.6,3.8787878787878793
2001-02,2001,Tasmania,Wheat,5.9,25.3,4.288135593220339
2002-03,2002,Tasmania,Wheat,7.4,25.3,3.418918918918919
2003-04,2003,Tasmania,Wheat,7.7,26.1,3.3896103896103895
2004-05,2004,Tasmania,Wheat,7.4,30.5,4.121621621621621
2005-06,2005,Tasmania,Wheat,7.9,34.0,4.30379746835443
2006-07,2006,Tasmania,Wheat,7.2,17.7,2.458333333333333
2007-08,2007,Tasmania,Wheat,7.1,26.8,3.774647887323944
2008-09,2008,Tasmania,Wheat,8.6,34.9,4.058139534883721
2009-10,2009,Tasmania,Wheat,7.2,27.3,3.7916666666666665
2010-11,2010,Tasmania,Wheat,8.1,31.9,3.9382716049382718
2011-12,2011,Tasmania,Wheat,6.617,32.252,4.8741121354087955
2012-13,2012,Tasmania,Wheat,5.99,30.44,5.081803005008347
2013-14,2013,Tasmania,Wheat,8.176,43.484,5.318493150684931
2014-15,2014,Tasmania,Wheat,8.326,44.237,5.313115541676676
2015-16,2015,Tasmania,Wheat,10.545,53.361,5.060312944523471
2016-17,2016,Tasmania,Wheat,10.303,55.78,5.413957099873823
2017-18,2017,Tasmania,Wheat,7.358,40.289,5.475536830660506
2018-19,2018,Tasmania,Wheat,7.6,40.1,5.276315789473685
2019-20,2019,Tasmania,Wheat,7.182,43.805,6.09927596769702
2020-21,2020,Tasmania,Wheat,8.173,56.295,6.887923651046128
2021-22,2021,Tasmania,Wheat,9.303,69.983,7.522627109534558
1989-90,1989,Victoria,Barley,388.7,696.0,1.7905839979418576
1990-91,1990,Victoria,Barley,463.0,650.6,1.4051835853131749
1991-92,1991,Victoria,Barley,533.9,897.9,1.681775613410751
1992-93,1992,Victoria,Barley,551.5,1116.3,2.0241160471441524
1993-94,1993,Victoria,Barley,639.493,1386.229,2.167700037373357
1994-95,1994,Victoria,Barley,492.251,448.147,0.9104034323952618
1995-96,1995,Victoria,Barley,627.519,1341.658,2.138035661071617
1996-97,1996,Victoria,Barley,584.68,1189.37,2.0342238489430113
1997-98,1997,Victoria,Barley,618.109,928.254,1.5017642519361472
1998-99,1998,Victoria,Barley,568.142,869.835,1.531016893663908
1999-00,1999,Victoria,Barley,585.256,1189.294,2.0320919392539336
2000-01,2000,Victoria,Barley,693.206,1670.464,2.409765639651128
2001-02,2001,Victoria,Barley,700.117,1655.72,2.3649190063946457
2002-03,2002,Victoria,Barley,777.519,478.418,0.6153135807613704
2003-04,2003,Victoria,Barley,871.619,2274.511,2.6095243449259367
2004-05,2004,Victoria,Barley,924.283,1305.077,1.4119885359786992
2005-06,2005,Victoria,Barley,866.471,2003.56,2.3123220511707836
2006-07,2006,Victoria,Barley,912.97,604.518,0.6621444297183916
2007-08,2007,Victoria,Barley,1106.924,1789.223,1.6163919112784617
2008-09,2008,Victoria,Barley,1136.146,1461.36,1.286243141286419
2009-10,2009,Victoria,Barley,976.312,1864.504,1.9097419677316267
2010-11,2010,Victoria,Barley,801.613,1944.915,2.4262518197683915
2011-12,2011,Victoria,Barley,831.249,2005.065,2.4121111724645683
2012-13,2012,Victoria,Barley,854.143,1952.219,2.2855880104385333
2013-14,2013,Victoria,Barley,918.67,2035.814,2.2160449345249114
2014-15,2014,Victoria,Barley,916.076,1373.833,1.4996932568913497
2015-16,2015,Victoria,Barley,844.47,1107.38,1.311331367603349
2016-17,2016,Victoria,Barley,946.126,3082.85,3.2583926453770427
2017-18,2017,Victoria,Barley,843.675,2109.687,2.5005920526269003
2018-19,2018,Victoria,Barley,892.809,1337.317,1.4978758054634307
2019-20,2019,Victoria,Barley,1101.69,3116.609,2.8289346367853025
2020-21,2020,Victoria,Barley,1011.883,2918.48,2.8842069685922187
2021-22,2021,Victoria,Barley,870.238,2270.503,2.6090598204169435
1989-90,1989,Victoria,Canola,12.393,16.612,1.3404341160332445
1990-91,1990,Victoria,Canola,10.234,9.544,0.932577682235685
1991-92,1991,Victoria,Canola,22.957,26.481,1.153504377749706
1992-93,1992,Victoria,Canola,18.459,23.543,1.2754212037488488
1993-94,1993,Victoria,Canola,29.151,46.835,1.6066344207745875
1994-95,1994,Victoria,Canola,74.467,56.728,0.761787100326319
1995-96,1995,Victoria,Canola,76.227,119.556,1.5684206383564878
1996-97,1996,Victoria,Canola,92.156,131.604,1.4280567732974523
1997-98,1997,Victoria,Canola,116.501,135.849,1.1660758276752987
1998-99,1998,Victoria,Canola,204.955,257.418,1.2559732624234587
1999-00,1999,Victoria,Canola,304.075,423.273,1.392001973197402
2000-01,2000,Victoria,Canola,260.652,379.746,1.4569080613231435
2001-02,2001,Victoria,Canola,238.467,347.379,1.4567172816364529
2002-03,2002,Victoria,Canola,247.819,176.704,0.7130365306937725
2003-04,2003,Victoria,Canola,239.287,384.126,1.6052940611065372
2004-05,2004,Victoria,Canola,284.194,342.488,1.2051204458925944
2005-06,2005,Victoria,Canola,190.968,272.562,1.4272653009928367
2006-07,2006,Victoria,Canola,178.536,42.029,0.23540910516646504
2007-08,2007,Victoria,Canola,195.663,220.487,1.1268712020157106
2008-09,2008,Victoria,Canola,284.692,233.183,0.8190711365264918
2009-10,2009,Victoria,Canola,231.168,331.432,1.4337278516057586
2010-11,2010,Victoria,Canola,323.478,476.202,1.4721310259121176
2011-12,2011,Victoria,Canola,477.356,688.553,1.4424308063583573
2012-13,2012,Victoria,Canola,589.199,866.187,1.4701094197376439
2013-14,2013,Victoria,Canola,439.403,710.049,1.615940264404203
2014-15,2014,Victoria,Canola,483.265,558.683,1.1560593049362151
2015-16,2015,Victoria,Canola,276.634,287.379,1.0388419355538365
2016-17,2016,Victoria,Canola,326.6,632.703,1.9372412737293323
2017-18,2017,Victoria,Canola,541.926,937.959,1.730787967360857
2018-19,2018,Victoria,Canola,414.43,510.735,1.2323794126873056
2019-20,2019,Victoria,Canola,404.643,731.091,1.8067555845523091
2020-21,2020,Victoria,Canola,493.863,1127.092,2.2821956696492753
2021-22,2021,Victoria,Canola,569.135,1302.84,2.2891581083574195
1989-90,1989,Victoria,Lupins,35.906,41.198,1.1473848381886036
1990-91,1990,Victoria,Lupins,33.286,29.644,0.8905846301748482
1991-92,1991,Victoria,Lupins,36.716,40.526,1.1037694737988888
1992-93,1992,Victoria,Lupins,52.585,82.468,1.5682799277360464
1993-94,1993,Victoria,Lupins,55.142,59.531,1.0795945014689348
1994-95,1994,Victoria,Lupins,64.402,22.981,0.35683674420049066
1995-96,1995,Victoria,Lupins,50.521,62.027,1.227746877536074
1996-97,1996,Victoria,Lupins,42.667,51.773,1.2134202076546277
1997-98,1997,Victoria,Lupins,41.192,32.899,0.7986744999028937
1998-99,1998,Victoria,Lupins,41.565,45.659,1.0984963310477565
1999-00,1999,Victoria,Lupins,35.053,45.054,1.2853108150514936
2000-01,2000,Victoria,Lupins,33.647,46.539,1.3831545160043988
2001-02,2001,Victoria,Lupins,32.731,40.716,1.2439583269683174
2002-03,2002,Victoria,Lupins,40.213,11.431,0.2842613085320667
2003-04,2003,Victoria,Lupins,28.327,31.841,1.1240512585166096
2004-05,2004,Victoria,Lupins,34.881,20.164,0.578079756887704
2005-06,2005,Victoria,Lupins,27.088,36.099,1.332656526875369
2006-07,2006,Victoria,Lupins,43.33,11.152,0.25737364412647123
2007-08,2007,Victoria,Lupins,48.325,30.572,0.632633212622866
2008-09,2008,Victoria,Lupins,35.895,17.763,0.49486000835771
2009-10,2009,Victoria,Lupins,36.151,33.03,0.913667671710326
2010-11,2010,Victoria,Lupins,42.125,64.509,1.5313709198813057
2011-12,2011,Victoria,Lupins,45.736,42.133,0.9212217946475425
2012-13,2012,Victoria,Lupins,29.2,26.3,0.9006849315068494
2013-14,2013,Victoria,Lupins,28.15,29.3,1.0408525754884548
2014-15,2014,Victoria,Lupins,31.9,26.3,0.8244514106583073
2015-16,2015,Victoria,Lupins,45.822,31.148,0.679760813582995
2016-17,2016,Victoria,Lupins,33.0,60.0,1.8181818181818181
2017-18,2017,Victoria,Lupins,49.091,52.215,1.0636369191908905
2018-19,2018,Victoria,Lupins,49.791,24.442,0.49089192826012734
2019-20,2019,Victoria,Lupins,42.588,39.148,0.9192260730722269
2020-21,2020,Victoria,Lupins,36.779,47.151,1.2820087549960575
2021-22,2021,Victoria,Lupins,38.0,39.0,1.0263157894736843
1989-90,1989,Victoria,Oats,188.6,330.4,1.7518557794273595
1990-91,1990,Victoria,Oats,177.1,301.1,1.70016939582157
1991-92,1991,Victoria,Oats,182.8,300.4,1.6433260393873084
1992-93,1992,Victoria,Oats,222.9,403.8,1.8115746971736204
1993-94,1993,Victoria,Oats,185.84,362.006,1.9479444683598792
1994-95,1994,Victoria,Oats,147.738,200.605,1.3578429381743355
1995-96,1995,Victoria,Oats,186.972,391.651,2.09470401985324
1996-97,1996,Victoria,Oats,174.556,304.045,1.741819244253993
1997-98,1997,Victoria,Oats,172.331,369.076,2.141669229564037
1998-99,1998,Victoria,Oats,187.985,458.016,2.436449716732718
1999-00,1999,Victoria,Oats,138.261,296.26,2.1427589848185677
2000-01,2000,Victoria,Oats,139.86,351.382,2.512383812383812
2001-02,2001,Victoria,Oats,141.97,333.916,2.352018031978587
2002-03,2002,Victoria,Oats,188.061,250.087,1.3298185163324665
2003-04,2003,Victoria,Oats,194.3,507.273,2.610772002058672
2004-05,2004,Victoria,Oats,149.855,284.45,1.8981682292883122
2005-06,2005,Victoria,Oats,151.292,328.122,2.1687994077677604
2006-07,2006,Victoria,Oats,176.088,134.178,0.7619940029985007
2007-08,2007,Victoria,Oats,210.464,334.681,1.5902054508134407
2008-09,2008,Victoria,Oats,190.8,236.299,1.238464360587002
2009-10,2009,Victoria,Oats,168.432,300.109,1.7817813717108388
2010-11,2010,Victoria,Oats,165.929,236.978,1.428189165245376
2011-12,2011,Victoria,Oats,131.097,234.09,1.7856243849973683
2012-13,2012,Victoria,Oats,117.098,233.159,1.9911441698406462
2013-14,2013,Victoria,Oats,105.717,213.071,2.015484737554036
2014-15,2014,Victoria,Oats,133.208,179.468,1.3472764398534622
2015-16,2015,Victoria,Oats,140.44,185.291,1.3193605810310454
2016-17,2016,Victoria,Oats,161.869,492.994,3.0456356683490973
2017-18,2017,Victoria,Oats,97.126,188.467,1.9404381936865516
2018-19,2018,Victoria,Oats,134.213,165.344,1.2319521953909085
2019-20,2019,Victoria,Oats,108.271,197.027,1.8197578298898134
2020-21,2020,Victoria,Oats,131.074,334.292,2.5504066405236734
2021-22,2021,Victoria,Oats,93.372,233.846,2.504455297091205
1989-90,1989,Victoria,Wheat,952.3,1961.4,2.059645069830936
1990-91,1990,Victoria,Wheat,911.5,1493.0,1.6379594075699397
1991-92,1991,Victoria,Wheat,664.1,1150.4,1.732269236560759
1992-93,1992,Victoria,Wheat,821.2,2015.1,2.453848027277155
1993-94,1993,Victoria,Wheat,779.9,2021.9,2.5925118604949353
1994-95,1994,Victoria,Wheat,821.8,933.6,1.1360428328060357
1995-96,1995,Victoria,Wheat,853.4,1921.2,2.2512303726271385
1996-97,1996,Victoria,Wheat,962.6,2262.3,2.3501973820901725
1997-98,1997,Victoria,Wheat,856.8,1502.8,1.753968253968254
1998-99,1998,Victoria,Wheat,948.6,1462.3,1.5415348935273032
1999-00,1999,Victoria,Wheat,1234.6,2642.1,2.1400453588206707
2000-01,2000,Victoria,Wheat,1142.6,3079.7,2.6953439523892877
2001-02,2001,Victoria,Wheat,1136.4,2791.4,2.4563533966913056
2002-03,2002,Victoria,Wheat,1238.9,890.2,0.718540640891113
2003-04,2003,Victoria,Wheat,1409.2,3145.5,2.232117513482827
2004-05,2004,Victoria,Wheat,1327.0,1927.1,1.4522230595327807
2005-06,2005,Victoria,Wheat,1314.6,2908.9,2.212764338962422
2006-07,2006,Victoria,Wheat,1347.3,879.3,0.6526386105544422
2007-08,2007,Victoria,Wheat,1514.0,1995.3,1.317899603698811
2008-09,2008,Victoria,Wheat,1533.6,1755.7,1.1448226395409495
2009-10,2009,Victoria,Wheat,1801.1,2994.9,1.6628171672866583
2010-11,2010,Victoria,Wheat,1793.1,4412.4,2.4607662707043665
2011-12,2011,Victoria,Wheat,1668.929,3943.311,2.362779363292267
2012-13,2012,Victoria,Wheat,1591.922,3422.865,2.1501461755035733
2013-14,2013,Victoria,Wheat,1535.818,3395.892,2.2111291832756224
2014-15,2014,Victoria,Wheat,1492.657,2631.301,1.7628303086375503
2015-16,2015,Victoria,Wheat,1341.512,1814.868,1.3528526021384826
2016-17,2016,Victoria,Wheat,1454.196,4664.824,3.2078371828831878
2017-18,2017,Victoria,Wheat,1446.793,3682.083,2.54499641621158
2018-19,2018,Victoria,Wheat,1402.863,2276.598,1.6228227560353363
2019-20,2019,Victoria,Wheat,1428.857,3714.313,2.5994994600579346
2020-21,2020,Victoria,Wheat,1413.422,4525.002,3.201451512711703
2021-22,2021,Victoria,Wheat,1444.578,4246.433,2.9395664339343393
1989-90,1989,Western Australia,Barley,421.412,628.051,1.4903491120328802
1990-91,1990,Western Australia,Barley,497.685,742.242,1.4913891316796768
1991-92,1991,Western Australia,Barley,554.497,899.637,1.622437993352534
1992-93,1992,Western Australia,Barley,611.079,1060.853,1.7360324933437414
1993-94,1993,Western Australia,Barley,799.261,1381.393,1.728337802044639
1994-95,1994,Western Australia,Barley,579.127,914.911,1.579810646024102
1995-96,1995,Western Australia,Barley,744.527,1322.812,1.7767146120960016
1996-97,1996,Western Australia,Barley,909.306,1635.344,1.7984528860471611
1997-98,1997,Western Australia,Barley,1036.001,1926.272,1.8593341126118603
1998-99,1998,Western Australia,Barley,811.391,1468.625,1.8100089845709406
1999-00,1999,Western Australia,Barley,550.133,1117.271,2.0309107070472048
2000-01,2000,Western Australia,Barley,982.921,1358.391,1.3819940768383217
2001-02,2001,Western Australia,Barley,1087.539,2262.831,2.080689520099969
2002-03,2002,Western Australia,Barley,1140.058,1349.023,1.183293306130039
2003-04,2003,Western Australia,Barley,1278.016,3169.877,2.480310888126596
2004-05,2004,Western Australia,Barley,1313.384,2489.194,1.8952522643796483
2005-06,2005,Western Australia,Barley,1128.979,2399.764,2.1256055249920505
2006-07,2006,Western Australia,Barley,1082.957,1808.41,1.6698816296491918
2007-08,2007,Western Australia,Barley,1380.935,2719.379,1.9692302678981994
2008-09,2008,Western Australia,Barley,1558.808,3007.447,1.9293248430852292
2009-10,2009,Western Australia,Barley,1419.759,2553.729,1.7987059775637977
2010-11,2010,Western Australia,Barley,1101.075,1548.587,1.406431896101537
2011-12,2011,Western Australia,Barley,1246.313,2761.114,2.215425819998668
2012-13,2012,Western Australia,Barley,1215.047,2251.68,1.8531628817650674
2013-14,2013,Western Australia,Barley,1257.903,3555.662,2.826658335340642
2014-15,2014,Western Australia,Barley,1308.458,3192.452,2.43985821478412
2015-16,2015,Western Australia,Barley,1383.931,3247.933,2.3468894041682713
2016-17,2016,Western Australia,Barley,1693.705,4119.831,2.4324371717624973
2017-18,2017,Western Australia,Barley,1531.074,3774.555,2.4652988686373094
2018-19,2018,Western Australia,Barley,1897.361,4798.004,2.528777602153728
2019-20,2019,Western Australia,Barley,1906.858,3996.15,2.095672567123509
2020-21,2020,Western Australia,Barley,1844.27,4611.219,2.5002949676565795
2021-22,2021,Western Australia,Barley,1884.241,5758.301,3.056032110542123
1989-90,1989,Western Australia,Canola,0.576,0.608,1.0555555555555556
1990-91,1990,Western Australia,Canola,2.002,1.866,0.9320679320679323
1991-92,1991,Western Australia,Canola,16.702,15.424,0.923482217698479
1992-93,1992,Western Australia,Canola,11.616,11.5,0.9900137741046833
1993-94,1993,Western Australia,Canola,35.844,47.312,1.3199419707621916
1994-95,1994,Western Australia,Canola,104.067,107.875,1.0365918110448078
1995-96,1995,Western Australia,Canola,99.362,116.862,1.1761236690082728
1996-97,1996,Western Australia,Canola,106.544,107.939,1.0130931821594833
1997-98,1997,Western Australia,Canola,247.829,269.567,1.0877137058213526
1998-99,1998,Western Australia,Canola,536.492,614.807,1.1459760816563902
1999-00,1999,Western Australia,Canola,878.797,963.21,1.0960551754273171
2000-01,2000,Western Australia,Canola,517.326,352.55,0.6814851756919235
2001-02,2001,Western Australia,Canola,393.911,418.657,1.062821297196575
2002-03,2002,Western Australia,Canola,348.694,299.108,0.8577950868096382
2003-04,2003,Western Australia,Canola,358.152,526.637,1.4704287565056176
2004-05,2004,Western Australia,Canola,428.276,488.286,1.1401199226666916
2005-06,2005,Western Australia,Canola,437.094,616.654,1.4108040833321893
2006-07,2006,Western Australia,Canola,410.617,391.608,0.9537062518112985
2007-08,2007,Western Australia,Canola,595.122,752.046,1.2636837488783814
2008-09,2008,Western Australia,Canola,919.515,1175.095,1.2779508762771679
2009-10,2009,Western Australia,Canola,981.44,1031.289,1.0507916938376263
2010-11,2010,Western Australia,Canola,1056.561,714.881,0.6766111942424526
2011-12,2011,Western Australia,Canola,969.034,1231.854,1.2712185537349567
2012-13,2012,Western Australia,Canola,1319.791,1364.204,1.0336515402817568
2013-14,2013,Western Australia,Canola,1307.491,1776.636,1.3588131772991172
2014-15,2014,Western Australia,Canola,1396.952,1640.898,1.1746273315045899
2015-16,2015,Western Australia,Canola,1093.647,1327.849,1.2141477094528674
2016-17,2016,Western Australia,Canola,1349.373,2047.893,1.5176626477630721
2017-18,2017,Western Australia,Canola,1530.626,1723.59,1.1260686803961255
2018-19,2018,Western Australia,Canola,1129.414,1346.145,1.191896859787465
2019-20,2019,Western Australia,Canola,1148.202,1117.074,0.9728897876854422
2020-21,2020,Western Australia,Canola,1183.635,1689.347,1.4272533340092173
2021-22,2021,Western Australia,Canola,1512.566,2953.842,1.9528681723640489
1989-90,1989,Western Australia,Lupins,676.277,619.03,0.9153497753139614
1990-91,1990,Western Australia,Lupins,664.841,624.213,0.9388906520506406
1991-92,1991,Western Australia,Lupins,786.634,873.836,1.1108546032843736
1992-93,1992,Western Australia,Lupins,822.847,826.53,1.004475923227526
1993-94,1993,Western Australia,Lupins,928.671,1181.094,1.271811007342751
1994-95,1994,Western Australia,Lupins,1152.127,982.182,0.852494560061521
1995-96,1995,Western Australia,Lupins,1100.273,1290.0,1.172436295355789
1996-97,1996,Western Australia,Lupins,1080.413,1271.677,1.1770285992486205
1997-98,1997,Western Australia,Lupins,1207.241,1347.041,1.1158012360415195
1998-99,1998,Western Australia,Lupins,1179.998,1372.251,1.162926547333131
1999-00,1999,Western Australia,Lupins,1104.418,1602.599,1.4510801164052016
2000-01,2000,Western Australia,Lupins,987.273,783.386,0.7934846795162026
2001-02,2001,Western Australia,Lupins,919.787,903.821,0.9826416333346742
2002-03,2002,Western Australia,Lupins,795.429,586.808,0.737725177231406
2003-04,2003,Western Australia,Lupins,667.158,969.273,1.4528387578354753
2004-05,2004,Western Australia,Lupins,676.497,792.23,1.1710768857807206
2005-06,2005,Western Australia,Lupins,672.342,1064.202,1.5828283819841689
2006-07,2006,Western Australia,Lupins,529.799,409.055,0.7720947000654966
2007-08,2007,Western Australia,Lupins,546.068,533.128,0.9763033175355451
2008-09,2008,Western Australia,Lupins,444.35,600.489,1.3513874198267133
2009-10,2009,Western Australia,Lupins,500.135,631.124,1.261907285033041
2010-11,2010,Western Australia,Lupins,522.07,397.505,0.7614017277376596
2011-12,2011,Western Australia,Lupins,500.912,781.876,1.5609049094451721
2012-13,2012,Western Australia,Lupins,302.8,295.2,0.974900924702774
2013-14,2013,Western Australia,Lupins,246.0,461.4,1.8756097560975609
2014-15,2014,Western Australia,Lupins,287.0,382.3,1.33205574912892
2015-16,2015,Western Australia,Lupins,331.493,457.262,1.3794016766568222
2016-17,2016,Western Australia,Lupins,360.5,805.0,2.233009708737864
2017-18,2017,Western Australia,Lupins,402.0,532.398,1.3243731343283582
2018-19,2018,Western Australia,Lupins,510.244,712.765,1.3969101057533257
2019-20,2019,Western Australia,Lupins,533.164,485.005,0.9096731962398061
2020-21,2020,Western Australia,Lupins,426.544,599.452,1.4053696687797743
2021-22,2021,Western Australia,Lupins,350.0,750.0,2.142857142857143
1989-90,1989,Western Australia,Oats,339.9,529.4,1.5575169167402176
1990-91,1990,Western Australia,Oats,324.1,496.8,1.5328602283245911
1991-92,1991,Western Australia,Oats,367.2,614.3,1.6729302832244008
1992-93,1992,Western Australia,Oats,331.6,577.9,1.7427623642943304
1993-94,1993,Western Australia,Oats,268.492,511.105,1.9036135154864948
1994-95,1994,Western Australia,Oats,256.462,424.765,1.6562492688975365
1995-96,1995,Western Australia,Oats,300.411,584.786,1.9466197975440311
1996-97,1996,Western Australia,Oats,316.31,546.06,1.7263444089658877
1997-98,1997,Western Australia,Oats,304.902,596.077,1.9549789768515786
1998-99,1998,Western Australia,Oats,228.373,463.356,2.0289438769031367
1999-00,1999,Western Australia,Oats,199.431,438.667,2.1995928416344497
2000-01,2000,Western Australia,Oats,248.253,316.993,1.2768949418536735
2001-02,2001,Western Australia,Oats,286.63,556.89,1.9428880438195584
2002-03,2002,Western Australia,Oats,313.857,476.728,1.5189337819452806
2003-04,2003,Western Australia,Oats,343.897,751.532,2.1853403780783203
2004-05,2004,Western Australia,Oats,243.025,460.295,1.8940232486369715
